,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
北斗地面站,0,0,6,2,26,15,2,51,11.391666666666667
距离隔离,0,0,6,0,28,2,3,39,8.725
imt基站,0,0,5,1,35,14,1,56,12.833333333333334
aclr,0,0,3,2,35,0,0,40,9.083333333333334
频率隔离,0,0,6,0,36,5,3,50,11.383333333333333
干扰,1,0,11,15,33,28,3,91,19.71666666666667
干扰概率,0,0,0,1,17,17,0,35,8.341666666666667
频率隔离度,0,0,6,0,11,5,0,22,4.616666666666667
被仿真系统,0,0,0,5,8,0,0,13,2.5583333333333336
快照,0,0,0,6,8,0,0,14,2.6833333333333336
距离隔离度,0,0,1,0,5,0,0,6,1.3333333333333333
基站,0,0,1,0,19,40,1,61,14.625
快照仿真,0,0,0,6,6,0,0,12,2.2
初始化,0,0,0,2,6,0,0,8,1.7
imt系统,0,0,10,3,28,2,4,47,9.841666666666667
性能,0,0,1,8,4,1,0,14,2.333333333333333
收发天线模型,0,0,0,0,3,0,0,3,0.725
共存,0,0,4,1,12,0,3,20,4.25
aclr指标,0,0,0,0,2,0,0,2,0.48333333333333334
地面站,0,0,5,2,7,7,1,22,4.5
北斗卫星导航系统,3,0,28,10,10,2,6,59,12.1
滤波器特性,0,0,2,0,6,1,0,9,1.9416666666666667
共存准则,0,0,0,0,1,0,0,1,0.24166666666666667
干扰概率曲线,0,0,0,0,5,2,0,7,1.6916666666666667
aclr值,0,0,0,0,7,0,0,7,1.6916666666666667
timt,0,0,0,0,1,0,0,1,0.24166666666666667
aclrtimt基站,0,0,0,0,1,0,0,1,0.24166666666666667
频-r隔离,0,0,0,0,1,0,0,1,0.24166666666666667
频净隔离,0,0,0,0,1,0,0,1,0.24166666666666667
扰橄率曲线,0,0,0,0,1,0,0,1,0.24166666666666667
北斗系统,0,0,2,1,8,0,1,12,2.55
北斗地血站,0,0,0,0,1,0,0,1,0.24166666666666667
仿真快照,0,0,0,0,3,1,0,4,0.9666666666666667
仿ft场景,0,0,0,0,1,0,0,1,0.24166666666666667
北斗地向州系统,0,0,0,0,1,0,0,1,0.24166666666666667
imt基泌,0,0,0,0,1,0,0,1,0.24166666666666667
环境,0,0,0,0,1,0,0,1,0.24166666666666667
宏肉城区,0,0,0,0,1,0,0,1,0.24166666666666667
容量,0,0,0,1,2,0,0,3,0.6083333333333334
用频系统,0,0,0,1,2,0,0,3,0.6083333333333334
配置,0,0,0,1,2,0,0,3,0.6083333333333334
系统保护准则,0,0,0,2,2,0,0,4,0.7333333333333334
干扰概率指标,0,0,0,0,2,0,0,2,0.48333333333333334
快照仿真统,0,0,0,0,2,0,0,2,0.48333333333333334
性能统计,0,0,0,1,2,0,0,3,0.6083333333333334
基站链路,0,0,0,0,1,0,0,1,0.24166666666666667
路径损耗模型,0,0,0,1,2,1,0,4,0.85
天线,0,0,2,0,11,0,0,13,2.908333333333333
共存仿真,0,0,0,1,2,0,0,3,0.6083333333333334
配置模型,0,0,0,0,2,0,0,2,0.48333333333333334
仿真过程,0,0,0,1,2,0,0,3,0.6083333333333334
仿真参数,0,0,0,2,2,0,0,4,0.7333333333333334
衰落,0,0,0,1,2,2,0,5,1.0916666666666668
路径损耗,0,0,4,1,5,4,1,15,3.0416666666666665
网络拓扑,0,0,0,1,5,1,0,7,1.575
地理位置,0,0,0,1,2,0,0,3,0.6083333333333334
确定性分析接口,0,0,0,0,2,0,0,2,0.48333333333333334
北斗系统参数,0,0,0,0,2,0,0,2,0.48333333333333334
