,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
msc8157,0,0,0,0,0,9,0,9,2.175
高速缓冲存储器,0,0,0,0,0,2,0,2,0.48333333333333334
32kbyte,0,0,0,0,0,2,0,2,0.48333333333333334
sc3850内核,0,0,0,0,0,2,0,2,0.48333333333333334
速率,0,0,3,0,0,2,0,5,0.8583333333333334
maple-b2模块,0,0,0,0,0,2,0,2,0.48333333333333334
多核dsp,1,0,2,0,0,3,1,7,2.216666666666667
定时器,0,0,0,0,0,1,0,1,0.24166666666666667
dpu,0,0,0,0,0,1,0,1,0.24166666666666667
优化单元,0,0,0,0,0,1,0,1,0.24166666666666667
调试,0,0,0,0,0,3,0,3,0.725
epic,0,0,0,0,0,1,0,1,0.24166666666666667
终端控制器,0,0,0,0,0,1,0,1,0.24166666666666667
mmu,0,0,0,0,0,1,0,1,0.24166666666666667
存储管理单元,0,0,0,0,0,1,0,1,0.24166666666666667
m2memory,0,0,0,0,0,1,0,1,0.24166666666666667
l2cache,0,0,0,0,0,1,0,1,0.24166666666666667
数据高速缓冲存储器,0,0,0,0,0,1,0,1,0.24166666666666667
二级指令,0,0,0,0,0,1,0,1,0.24166666666666667
kbyte,0,0,0,0,0,1,0,1,0.24166666666666667
lidcache,0,0,0,0,0,1,0,1,0.24166666666666667
一级数据,0,0,0,0,0,1,0,1,0.24166666666666667
liicache,0,0,0,0,0,1,0,1,0.24166666666666667
一级指令,0,0,0,0,0,1,0,1,0.24166666666666667
通讯能力,0,0,0,0,0,1,0,1,0.24166666666666667
通道,0,0,0,0,0,1,0,1,0.24166666666666667
串行rapidlogen2接口,0,0,0,0,0,1,0,1,0.24166666666666667
cpri6g天线接口,0,0,0,0,0,1,0,1,0.24166666666666667
内部存储器,0,0,0,0,0,1,0,1,0.24166666666666667
高速ddr接口,0,0,0,0,0,1,0,1,0.24166666666666667
矩阵反转,0,0,0,0,0,1,0,1,0.24166666666666667
抗干扰功能接收器,0,0,0,0,0,1,0,1,0.24166666666666667
浮点运算,0,0,0,0,0,1,0,1,0.24166666666666667
灵活均衡器,0,0,0,0,0,1,0,1,0.24166666666666667
似然解码器,0,0,0,0,0,1,0,1,0.24166666666666667
均方误差,0,0,0,0,0,1,0,1,0.24166666666666667
mimo,1,0,0,0,0,1,0,2,1.2416666666666667
fft/dft加速器,0,0,0,0,0,1,0,1,0.24166666666666667
前端加速器,0,0,0,0,0,1,0,1,0.24166666666666667
硬件加速器,0,0,0,0,0,1,0,1,0.24166666666666667
wcdma,0,0,0,0,0,1,0,1,0.24166666666666667
lte,0,0,9,3,0,2,0,14,1.9833333333333334
干扰,0,0,0,0,3,1,0,4,0.9666666666666667
吞吐量,0,0,1,1,0,1,0,3,0.4916666666666667
带宽,0,0,2,2,3,1,0,8,1.4666666666666668
lte20mhz,0,0,0,0,0,1,0,1,0.24166666666666667
