,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
数据,0,0,4,0,0,5,0,9,1.7083333333333333
主用户,1,0,10,6,0,7,2,26,5.175
频段,0,0,3,0,0,10,1,14,3.033333333333333
数据预测,1,0,0,0,0,3,0,4,1.725
频谱空洞,0,0,0,4,0,3,2,9,1.7083333333333333
预测,0,0,1,0,0,8,0,9,2.0583333333333336
速度,0,0,0,0,0,2,0,2,0.48333333333333334
数据预测技术,0,0,2,0,0,2,0,4,0.7333333333333334
认知基站,0,0,1,0,0,25,0,26,6.166666666666667
时间,0,0,2,0,0,9,0,11,2.425
频谱数据,1,0,3,0,0,9,0,13,3.55
网络结构,0,0,0,0,0,1,0,1,0.24166666666666667
自组织能力,0,0,0,0,0,1,0,1,0.24166666666666667
自学习,0,0,0,0,0,1,0,1,0.24166666666666667
神经网络,0,0,3,0,0,2,0,5,0.8583333333333334
内存空间,0,0,0,0,0,1,0,1,0.24166666666666667
模数据,0,0,0,0,0,1,0,1,0.24166666666666667
非线性,0,0,2,0,0,1,0,3,0.4916666666666667
高维,0,0,1,0,0,1,0,2,0.3666666666666667
数据挖掘,0,0,6,0,0,1,0,7,0.9916666666666667
支持向量机,0,0,3,0,0,2,0,5,0.8583333333333334
维数,0,0,0,0,0,1,0,1,0.24166666666666667
时间序列分析,0,0,0,0,0,1,0,1,0.24166666666666667
人工神经网络,0,0,3,0,0,1,0,4,0.6166666666666667
向量机,0,0,4,0,0,1,0,5,0.7416666666666667
存储,0,0,0,0,0,1,0,1,0.24166666666666667
数据库技术,0,0,1,0,0,1,0,2,0.3666666666666667
计算机,0,0,2,0,0,1,0,3,0.4916666666666667
干扰值,0,0,1,0,0,1,0,2,0.3666666666666667
切换率,0,0,2,0,0,1,0,3,0.4916666666666667
空闲,0,0,0,0,0,1,0,1,0.24166666666666667
干扰,0,0,0,1,0,5,1,7,1.575
时长,0,0,3,0,1,1,2,7,1.3416666666666668
感知,0,0,1,2,0,7,0,10,2.0666666666666664
频谱环境,0,0,0,0,0,1,1,2,0.48333333333333334
频谱感知技术,1,0,5,0,0,1,0,7,1.8666666666666667
可用频谱,0,0,1,0,0,1,0,2,0.3666666666666667
认知无线电,1,1,12,2,0,3,1,20,5.716666666666667
频谱感知数据,2,0,1,0,0,5,0,8,3.333333333333333
信号,1,0,9,48,66,6,1,131,25.766666666666666
门限,0,0,1,20,10,1,0,32,5.283333333333333
噪声功率,4,0,5,14,63,0,3,89,22.325
信噪比,1,0,2,45,35,0,3,86,16.058333333333334
判决门限,0,0,3,10,1,0,0,14,1.8666666666666667
频点,1,0,3,13,42,0,0,59,13.15
平均信噪比,0,0,0,5,1,0,0,6,0.8666666666666667
迭代终止条件,0,0,0,2,0,0,0,2,0.25
阈值,0,0,0,2,0,0,0,2,0.25
门限值,0,0,0,4,4,0,1,9,1.7083333333333333
功率,0,0,0,4,8,0,0,12,2.4333333333333336
功率值,0,0,0,2,13,0,0,15,3.3916666666666666
迭代模型,0,0,0,8,0,0,0,8,1.0
宽带能量检测算法,0,0,0,1,0,0,0,1,0.125
迭代精度,0,0,0,1,6,0,0,7,1.575
收敛阈值,0,0,0,1,0,0,0,1,0.125
相对,0,0,0,1,0,0,0,1,0.125
迭代过程,0,0,0,1,0,0,0,1,0.125
迭代流程,0,0,0,1,2,0,0,3,0.6083333333333334
判决模块,0,0,0,1,0,0,0,1,0.125
占用率,0,0,0,13,20,0,0,33,6.458333333333333
检测信噪比,0,0,0,4,1,0,0,5,0.7416666666666667
错判率门限,0,0,0,2,1,0,0,3,0.4916666666666667
恒检测率门限,0,0,0,1,0,0,0,1,0.125
宽带内信号,0,0,0,12,3,0,0,15,2.225
宽带,0,0,0,3,3,1,0,7,1.3416666666666668
宽带频谱感知,0,0,0,1,0,0,0,1,0.125
可得信噪比,0,0,0,1,0,0,0,1,0.125
频点功率,0,0,0,1,2,0,0,3,0.6083333333333334
噪声频点功率,0,0,0,1,0,0,0,1,0.125
噪声,1,0,1,4,12,0,1,19,4.766666666666667
取值,0,0,0,1,0,0,0,1,0.125
非负系数,0,0,0,1,0,0,0,1,0.125
平均功率,0,0,0,5,2,0,0,7,1.1083333333333334
流程,0,0,0,1,1,0,0,2,0.3666666666666667
迭代算法,1,0,1,6,4,0,0,12,2.841666666666667
能量检测,4,1,10,23,31,0,2,71,18.1
噪声估计,0,0,0,11,3,0,0,14,2.1
全盲,2,0,1,2,0,0,0,5,2.375
先验信息,3,0,8,11,4,0,2,28,6.825
匕响站,0,0,0,1,0,0,0,1,0.125
联合迭代模型,0,0,0,1,0,0,0,1,0.125
信道,2,0,22,0,0,19,6,49,10.791666666666668
授权频段,0,0,8,0,0,0,3,11,1.725
频谱资源,3,0,6,0,0,0,3,12,4.475
功率谱线,1,0,1,0,41,0,2,45,11.516666666666667
低信噪比环境,1,0,1,0,0,0,2,4,1.6083333333333334
性能,2,0,5,7,13,1,2,30,7.366666666666667
能量检测算法,1,0,9,8,21,0,2,41,8.683333333333334
检测性能,0,0,3,15,15,0,2,35,6.358333333333333
动态频谱接入,2,0,1,1,0,2,2,8,3.216666666666667
频谱感知,1,0,5,5,1,3,2,17,3.7
认知无线电技术,1,0,4,0,0,2,2,9,2.466666666666667
跳变开,0,0,0,0,0,0,1,1,0.24166666666666667
跳变率,1,0,1,0,0,0,1,3,1.3666666666666667
平均信道,0,0,2,0,0,0,1,3,0.4916666666666667
即时感知结,1,0,0,0,0,0,1,2,1.2416666666666667
认知中心,0,0,0,0,0,0,1,1,0.24166666666666667
频谱干扰,0,0,0,0,0,0,1,1,0.24166666666666667
测算,0,0,0,0,0,0,1,1,0.24166666666666667
时间序列,0,0,6,0,0,34,1,41,9.208333333333334
信道选择机制,0,0,0,0,0,0,1,1,0.24166666666666667
跳变,0,0,0,0,0,0,1,1,0.24166666666666667
即时感知,0,0,0,0,0,2,1,3,0.725
复杂度,1,0,2,1,2,0,1,7,2.1
虚警率,1,0,2,17,25,0,1,46,9.658333333333333
漏检率,0,0,0,18,14,0,1,33,5.875
算法,0,0,4,0,3,0,1,8,1.4666666666666668
低信噪比信号,1,0,0,3,19,0,1,24,6.208333333333333
能量检测算,1,0,0,0,2,0,1,4,1.725
循环平稳特征检测,0,0,3,2,1,0,1,7,1.1083333333333334
频谱感知算法,0,0,1,0,0,0,1,2,0.3666666666666667
信噪,0,0,1,7,1,0,1,10,1.4833333333333334
收敛性,0,0,0,0,0,0,1,1,0.24166666666666667
仿真,0,0,3,3,10,1,1,18,3.65
能量检测门限,0,0,0,3,1,0,1,5,0.8583333333333334
宽带频谱感知算法,0,0,0,0,0,0,1,1,0.24166666666666667
噪声功率估计,1,0,2,1,0,0,1,5,1.6166666666666667
频谱数据预测技术,0,0,0,0,0,0,1,1,0.24166666666666667
宽带频谱感知技术,0,0,0,0,0,0,1,1,0.24166666666666667
干扰水平,0,0,4,0,0,4,1,9,1.7083333333333333
可用时长,0,0,2,0,0,1,1,4,0.7333333333333334
授权频谱,0,0,2,0,0,0,1,3,0.4916666666666667
已授权频段,0,0,0,0,0,0,1,1,0.24166666666666667
利用率,0,0,3,0,0,0,1,4,0.6166666666666667
通信业务,0,0,2,0,0,0,1,3,0.4916666666666667
无线频谱资源,0,0,1,0,0,0,1,2,0.3666666666666667
无线通信技术,1,0,1,0,0,0,1,3,1.3666666666666667
