,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
滤波器,1,0,1,2,0,11,0,15,4.033333333333333
分量,0,0,0,1,1,3,0,5,1.0916666666666668
高斯白噪声,1,0,3,2,0,10,0,16,4.041666666666666
功率不平衡噪声,0,1,2,0,0,21,1,25,7.566666666666666
自相关函数,0,0,0,0,0,2,0,2,0.48333333333333334
互相关函数,0,0,0,0,0,2,0,2,0.48333333333333334
滤波,0,0,1,0,0,6,0,7,1.575
噪声统计特性,0,0,0,0,1,3,0,4,0.9666666666666667
噪声,4,0,17,20,9,21,2,73,16.358333333333334
双极化天线,1,0,7,3,9,7,1,28,6.358333333333333
功率,0,0,3,1,0,2,1,7,1.225
增益,0,0,0,1,0,1,0,2,0.3666666666666667
均匀分布,0,0,0,1,0,1,0,2,0.3666666666666667
3t,0,0,0,0,0,1,0,1,0.24166666666666667
高斯分布,1,0,2,4,1,7,0,15,3.6833333333333336
拉普拉斯分布,0,0,0,0,0,4,1,5,1.2083333333333333
gto5分布,0,0,0,0,0,1,0,1,0.24166666666666667
特殊分布,0,0,0,0,0,1,0,1,0.24166666666666667
取值,0,0,0,1,0,1,0,2,0.3666666666666667
广义高斯分布,0,0,0,0,0,3,0,3,0.725
天线,1,0,1,0,2,1,0,5,1.85
白噪声,0,0,0,0,0,1,0,1,0.24166666666666667
滤波后,0,0,0,0,0,1,0,1,0.24166666666666667
正交分量弓,0,0,0,0,0,1,0,1,0.24166666666666667
滤波后噪声矢量,0,0,0,0,0,1,0,1,0.24166666666666667
转移函数,0,0,0,0,0,1,0,1,0.24166666666666667
低通滤波器,0,0,0,0,0,1,0,1,0.24166666666666667
方差,0,0,1,2,0,1,0,4,0.6166666666666667
特性,0,0,2,2,1,1,0,6,0.9833333333333334
卷积,0,0,0,0,0,1,0,1,0.24166666666666667
冲激,0,0,0,0,0,1,0,1,0.24166666666666667
su接收端,0,0,0,2,2,3,0,7,1.4583333333333333
频谱感知算法,4,0,34,20,13,12,6,89,18.241666666666667
到达角,7,1,11,5,9,4,4,41,15.108333333333334
极化域,5,0,21,9,11,9,4,59,14.55
达角,1,0,9,1,1,3,2,17,3.7
极化域频谱感知算法,5,0,10,8,7,3,3,36,10.391666666666666
频谱感知,2,0,8,10,5,3,3,31,6.908333333333333
统计特性,2,0,8,4,3,2,0,19,4.708333333333333
极化域感知算法,0,0,2,0,0,0,0,2,0.25
性能,8,0,11,13,20,22,3,77,21.875
样本数,0,0,3,3,10,8,0,24,5.1
数值仿真,3,0,4,0,1,3,0,11,4.466666666666667
分析信号,0,0,2,0,0,0,0,2,0.25
极化感知模型,0,0,2,0,0,1,0,3,0.4916666666666667
频谱感知技术,2,0,3,4,0,0,0,9,2.875
新算法,1,0,1,0,0,3,0,5,1.85
非理想噪声,0,0,4,2,0,2,0,8,1.2333333333333334
接收信号,2,0,16,18,20,13,3,72,14.95
非高斯场,0,0,1,0,0,0,0,1,0.125
非高斯噪声,2,1,1,0,0,7,2,13,6.3
预白化,1,0,3,0,0,15,1,20,5.241666666666667
理想噪声,3,0,3,1,0,2,2,11,4.466666666666667
感知算法,2,0,1,18,3,6,4,34,7.516666666666667
协方差矩阵,0,0,3,9,9,10,0,31,6.091666666666667
信号,4,0,16,36,22,3,3,84,17.266666666666666
glrt,0,0,1,0,1,0,1,3,0.6083333333333334
最优极化域,0,0,1,0,0,1,0,2,0.3666666666666667
想噪声,0,0,3,0,0,1,1,5,0.8583333333333334
极化矢量,0,0,2,3,0,0,0,5,0.625
极化度感知,0,0,1,1,0,0,0,2,0.25
无线通信,0,0,4,12,0,0,1,17,2.2416666666666667
光通信,0,0,2,5,0,0,0,7,0.875
雷达,0,0,6,6,0,0,0,12,1.5
极化信号,1,0,2,15,0,0,1,19,3.3666666666666667
