,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
无线资源,0,0,1,11,12,2,0,26,4.883333333333333
d2d通信,1,0,2,19,28,13,0,63,13.533333333333333
正交控制,0,0,0,0,2,0,0,2,0.48333333333333334
基站辅助,0,0,0,0,2,0,0,2,0.48333333333333334
d2d,6,0,13,9,28,25,0,81,21.558333333333334
异构网络,1,0,10,23,20,15,0,69,13.583333333333334
资源分段过程,0,0,0,0,1,0,0,1,0.24166666666666667
d2d终端资源,0,0,0,0,1,0,0,1,0.24166666666666667
d2d吞吐,1,0,2,0,6,0,0,9,2.7
harq机制,0,0,0,0,1,1,0,2,0.48333333333333334
lteharq,0,0,0,0,4,0,0,4,0.9666666666666667
自适应调制编码控制,0,0,0,0,1,0,0,1,0.24166666666666667
amc,0,0,0,0,13,8,0,21,5.075
开闭环,0,0,0,0,1,0,0,1,0.24166666666666667
sinr预估,0,0,0,0,1,0,0,1,0.24166666666666667
干扰共享,0,0,0,0,1,0,0,1,0.24166666666666667
qos,0,0,0,1,2,0,0,3,0.6083333333333334
认知协调,1,0,0,0,1,0,0,2,1.2416666666666667
干扰控制机制,0,0,0,0,5,1,0,6,1.45
干扰测量,1,0,0,0,1,1,0,3,1.4833333333333334
c2d干扰,0,0,0,1,3,8,0,12,2.783333333333333
d2c干扰控制机制,0,0,0,0,3,0,0,3,0.725
分布式干扰跟踪,0,0,0,0,1,0,0,1,0.24166666666666667
蜂窝业务损失率,1,0,0,0,2,0,0,3,1.4833333333333334
开环工作点,0,0,0,0,1,2,0,3,0.725
ltepusch,0,0,0,0,3,1,0,4,0.9666666666666667
集中式干扰控制机制,0,0,0,0,1,0,0,1,0.24166666666666667
通信质量,0,0,1,4,3,1,0,9,1.5916666666666668
蜂窝链路,0,0,0,0,2,0,0,2,0.48333333333333334
重用干扰机制,0,0,0,0,1,0,0,1,0.24166666666666667
d2d开环工作点,0,0,0,0,1,0,0,1,0.24166666666666667
基站,1,0,9,35,32,17,0,94,18.34166666666667
无基站辅助,0,0,0,0,1,0,0,1,0.24166666666666667
重用干扰控制机制,0,0,0,0,3,1,0,4,0.9666666666666667
正交干扰控制,0,0,0,0,2,0,0,2,0.48333333333333334
d2c干扰,0,0,0,1,2,4,0,7,1.575
系统间干扰认知协调,0,0,0,0,1,0,0,1,0.24166666666666667
蜂窝资源调度图,0,0,0,0,1,0,0,1,0.24166666666666667
pdcch,0,0,4,1,2,4,0,11,2.075
d2d监听,0,0,0,0,1,0,0,1,0.24166666666666667
ssca机制,0,0,0,0,2,1,0,3,0.725
初传非退避beb,0,0,0,0,3,2,0,5,1.2083333333333333
多进程rts,0,0,0,0,1,2,0,3,0.725
公共控制信道,1,0,0,0,4,2,0,7,2.45
内部干扰协调,0,0,0,0,1,0,0,1,0.24166666666666667
d2d网络,0,0,2,5,2,7,0,16,3.05
rrm,1,0,1,0,3,10,0,15,4.266666666666667
分布式d2drrm,1,0,0,0,3,0,0,4,1.725
lte/d2d异构网络,0,0,0,0,1,1,0,2,0.48333333333333334
资源,2,0,4,10,42,19,0,77,18.491666666666667
蜂窝网络,4,0,16,37,28,22,0,107,22.708333333333336
干扰认知,1,0,0,0,4,0,0,5,1.9666666666666668
发送功率,0,0,0,5,25,12,0,42,9.566666666666666
干扰认知协同机制,0,0,0,0,3,0,0,3,0.725
干扰图谱,0,0,0,0,3,0,0,3,0.725
mcs,0,0,0,0,31,9,0,40,9.666666666666666
d2drrm,2,0,2,0,3,2,0,9,3.458333333333333
无线资源管理,1,0,0,3,4,4,0,12,3.3083333333333336
链路自适应机制,1,0,2,0,2,1,0,6,1.975
干扰控制,0,0,4,2,5,3,0,14,2.6833333333333336
功率,0,0,0,1,7,5,0,13,3.025
时域资源,0,0,0,0,2,0,0,2,0.48333333333333334
无蜂窝网络,1,0,3,2,2,6,0,14,3.5583333333333336
干扰,4,0,9,17,17,21,0,68,16.433333333333334
频域资源,0,0,0,0,3,1,0,4,0.9666666666666667
通信,0,0,4,5,5,8,0,22,4.266666666666667
分布式,1,0,1,2,6,1,0,11,3.0666666666666664
d2d通信资源,0,0,0,0,3,1,0,4,0.9666666666666667
蜂窝用户,0,0,4,5,11,8,0,28,5.716666666666667
频谱,0,0,1,0,3,1,0,5,1.0916666666666668
rrm模块,0,0,0,0,1,10,0,11,2.658333333333333
认知协同,0,0,0,0,1,0,0,1,0.24166666666666667
分布式rrm框架,0,0,0,0,1,0,0,1,0.24166666666666667
数据平面,0,0,0,0,1,0,0,1,0.24166666666666667
控制平面,0,0,0,0,1,0,0,1,0.24166666666666667
息传递,0,0,0,0,1,0,0,1,0.24166666666666667
控制信,0,0,0,0,1,0,0,1,0.24166666666666667
竞争信道接入,0,0,0,0,1,0,0,1,0.24166666666666667
自适应mls,0,0,0,0,1,0,0,1,0.24166666666666667
功率选择链路,0,0,0,0,1,0,0,1,0.24166666666666667
开环amc,0,0,0,0,3,3,0,6,1.45
干扰认知干扰控制,0,0,0,0,1,0,0,1,0.24166666666666667
干扰认知协同球,0,0,0,0,1,0,0,1,0.24166666666666667
决策机制,0,0,0,0,1,0,0,1,0.24166666666666667
d2d资源,0,0,0,0,3,0,0,3,0.725
信道接入机制,0,0,0,0,1,0,0,1,0.24166666666666667
参数,0,0,0,0,2,9,0,11,2.658333333333333
资源段,0,0,1,0,29,8,0,38,9.066666666666666
待发数据缓冲区,0,0,0,0,1,0,0,1,0.24166666666666667
码率信息,0,0,0,0,1,0,0,1,0.24166666666666667
功率信息,0,0,0,0,1,0,0,1,0.24166666666666667
干扰信息,0,0,0,1,1,0,0,2,0.3666666666666667
d2d资源决策机制,0,0,0,0,1,0,0,1,0.24166666666666667
高效性,0,0,0,0,1,1,0,2,0.48333333333333334
可靠性,0,0,0,0,3,0,0,3,0.725
传输,0,0,0,0,10,7,0,17,4.108333333333333
d2dqos保证,0,0,0,0,1,0,0,1,0.24166666666666667
码率,0,0,0,0,5,2,0,7,1.6916666666666667
sinr,0,0,1,0,18,6,0,25,5.925
amc机制,0,0,0,0,1,0,0,1,0.24166666666666667
复用功率,0,0,0,0,4,0,0,4,0.9666666666666667
干扰值,0,0,0,0,6,6,0,12,2.9
干扰协同,0,0,1,1,1,0,0,3,0.4916666666666667
mcso,0,0,0,0,2,0,0,2,0.48333333333333334
d2d复用,0,0,0,0,1,1,0,2,0.48333333333333334
性能,0,0,1,0,7,8,0,16,3.75
蜂窝通信,1,0,2,10,3,2,0,18,3.708333333333333
d2d复用功率,0,0,0,0,1,0,0,1,0.24166666666666667
干扰感知功率信息,0,0,0,0,1,0,0,1,0.24166666666666667
资源调度信息,0,0,0,0,1,0,0,1,0.24166666666666667
动态调度,0,0,1,0,1,3,0,5,1.0916666666666668
授权频段,0,0,0,0,1,0,0,1,0.24166666666666667
d2d频域资源,0,0,0,0,1,0,0,1,0.24166666666666667
数据信道,0,0,0,2,6,0,0,8,1.7
基站接收,0,0,0,0,3,0,0,3,0.725
d2d用户,0,0,3,2,3,1,0,9,1.5916666666666668
信道,0,0,0,6,26,7,0,39,8.725
时域信道接入机,0,0,0,0,1,0,0,1,0.24166666666666667
辅助信息,0,0,0,0,2,1,0,3,0.725
pubse场景,0,0,1,0,1,0,0,2,0.3666666666666667
公共安全场景,0,0,0,0,1,0,0,1,0.24166666666666667
rrm功能,0,0,0,0,1,0,0,1,0.24166666666666667
网络,1,0,1,8,2,6,0,18,4.058333333333334
调制编码,0,0,0,0,3,1,0,4,0.9666666666666667
时域,0,0,0,0,2,0,0,2,0.48333333333333334
异构网络架构,0,0,1,0,1,0,0,2,0.3666666666666667
主次用户,0,0,0,0,1,0,0,1,0.24166666666666667
数据缓冲区,0,0,0,0,1,1,0,2,0.48333333333333334
due,0,0,0,20,30,17,0,67,13.858333333333334
d2d干扰协同,0,0,0,0,1,0,0,1,0.24166666666666667
网络测量,0,0,0,0,1,0,0,1,0.24166666666666667
d2dharq反馈,0,0,0,0,1,0,0,1,0.24166666666666667
qos参数,0,0,0,0,1,0,0,1,0.24166666666666667
d2d业务,0,0,0,0,1,1,0,2,0.48333333333333334
主用户,0,0,0,1,1,0,0,2,0.3666666666666667
资源分配关系,0,0,0,0,1,0,0,1,0.24166666666666667
