dissertation,name,this_url,language
智能家居系统中设备管理与通讯机制研究,智能家居,智能家居系统中设备管理与通讯机制研究_关键词_1,中文
智能家居系统中设备管理与通讯机制研究,AllSeen,智能家居系统中设备管理与通讯机制研究_关键词_2,中文
智能家居系统中设备管理与通讯机制研究,设备发现,智能家居系统中设备管理与通讯机制研究_关键词_3,中文
智能家居系统中设备管理与通讯机制研究,设备通讯,智能家居系统中设备管理与通讯机制研究_关键词_4,中文
智能家居系统中设备管理与通讯机制研究,设备组网,智能家居系统中设备管理与通讯机制研究_关键词_5,中文
智能家居系统中设备管理与通讯机制研究,smart home,智能家居系统中设备管理与通讯机制研究_keyword_6,英文
智能家居系统中设备管理与通讯机制研究,allseen,智能家居系统中设备管理与通讯机制研究_keyword_7,英文
智能家居系统中设备管理与通讯机制研究,devices' management,智能家居系统中设备管理与通讯机制研究_keyword_8,英文
智能家居系统中设备管理与通讯机制研究,devices' communication,智能家居系统中设备管理与通讯机制研究_keyword_9,英文
智能家居系统中设备管理与通讯机制研究,devices' networking,智能家居系统中设备管理与通讯机制研究_keyword_10,英文
