parent_url,parent_name,this_url,name,level,word_frequency
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_1,图像,4,5
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_2,视频,4,5
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_3,兴趣点,4,4
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_4,检索,4,4
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_5,视频检索,4,4
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_6,内容,4,3
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_7,多媒体事件检测,4,3
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_8,深度学习,4,2
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_9,视频检测,4,2
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_10,图像分类,4,2
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_11,特征,4,2
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_12,视频数据,4,2
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_13,分类器,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_14,评测,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_15,视频内容,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_16,视频检索技术,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_17,trecvideotrack评测,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_18,the,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_19,val,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_20,tr,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_21,re,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_22,网络结构,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_23,端到端,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_24,图像特征,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_25,数据集,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_26,深度学习方,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_27,视频轨迹特征,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_28,图像特征信息,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_29,词袋模型,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_30,局部特征,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_31,rf,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_32,信息,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_33,高层语义,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_34,梯度,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_35,不变矩,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_36,颜色直方图,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_37,全局特征,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_38,平移不变性算子,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_39,旋转,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_40,视觉特征提取方法,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_41,相似度,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_42,距离,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_43,语义鸿沟,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_44,抽象概念,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_45,低层视觉信息,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_46,事件检测,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_47,统计理论,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_48,概率,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_49,信息学,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_50,文本,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_51,人工标注,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_52,视频分析,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_53,搜索引擎技术,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_54,数据库,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_55,计算机视觉,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_56,multimediaeventdetection,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_57,互联网,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_58,多媒体信息载体,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_59,多媒体技术,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_60,网络技术,4,1
基于时空融合的多媒体事件检测_2级_1,研究背景及意义,基于时空融合的多媒体事件检测_知识点_61,计算机技术,4,1
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_62,视频,4,12
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_63,光流图,4,6
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_64,数据集,4,4
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_65,算子,4,4
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_66,特征,4,4
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_67,行为识别,4,4
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_68,rnn,4,3
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_69,兴趣点,4,3
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_70,静态图像,4,3
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_71,多媒体事件检测,4,3
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_72,cnn特征,4,2
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_73,双流cnn,4,2
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_74,temporalcnn,4,2
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_75,表达能力,4,2
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_76,静态图像算子,4,2
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_77,cnn网络,4,2
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_78,卷积神经网络,4,2
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_79,图像,4,2
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_80,深度学习,4,2
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_81,特征聚合,4,2
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_82,连续帧,4,2
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_83,运动信息,4,2
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_84,3d算子,4,2
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_85,手工特征,4,2
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_86,镜头,4,2
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_87,事件,4,2
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_88,视频数据,4,2
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_89,传统特征,4,1
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_90,端到端,4,1
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_91,rnn级联模型,4,1
基于时空融合的多媒体事件检测_2级_2,研究现状,基于时空融合的多媒体事件检测_知识点_92,类别预测,4,1
