,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
子载波,0,0,2,0,0,27,1,30,7.016666666666667
功率分配,1,0,2,0,0,16,1,20,5.358333333333333
功率,0,0,1,6,1,13,1,22,4.5
目标函数,0,0,0,0,0,8,0,8,1.9333333333333333
相移矢量,0,0,0,0,0,7,0,7,1.6916666666666667
安全容量,2,0,13,0,0,38,1,54,13.05
相移,0,0,0,0,0,11,1,12,2.9
元素级块坐标,1,0,2,0,0,9,1,13,3.6666666666666665
子集,0,0,0,0,0,4,0,4,0.9666666666666667
块坐标下降法,0,0,1,0,0,4,1,6,1.3333333333333333
一阶导数,0,0,0,0,0,4,0,4,0.9666666666666667
maxcs,0,0,0,0,0,4,0,4,0.9666666666666667
anpn,0,0,0,0,0,3,0,3,0.725
导数,0,0,0,0,0,3,0,3,0.725
约束,0,0,0,0,0,3,0,3,0.725
irs相移器,2,0,1,0,0,13,1,17,5.508333333333333
迭代次数,0,0,0,0,0,2,0,2,0.48333333333333334
收敛时,0,0,0,0,0,2,0,2,0.48333333333333334
时间复杂度,0,0,0,0,0,2,0,2,0.48333333333333334
块元素,0,0,0,0,0,3,0,3,0.725
下降算法,1,0,1,0,0,4,1,7,2.333333333333333
隐函数表达式,0,0,0,0,0,2,0,2,0.48333333333333334
lpn,0,0,0,0,0,2,0,2,0.48333333333333334
kkt,0,0,0,0,0,2,0,2,0.48333333333333334
零功率,0,0,0,1,0,2,0,3,0.6083333333333334
优化,0,0,0,0,0,2,0,2,0.48333333333333334
二阶导数,0,0,0,0,0,2,0,2,0.48333333333333334
非凸约束,0,0,0,0,0,2,0,2,0.48333333333333334
传输功率,2,0,2,18,10,17,1,50,11.266666666666666
个数,0,0,0,0,0,1,0,1,0.24166666666666667
算法,0,0,0,0,0,1,0,1,0.24166666666666667
元素级块坐标下,0,0,0,0,0,1,0,1,0.24166666666666667
元素级块坐标下降法,0,0,0,0,0,1,0,1,0.24166666666666667
通信容量,0,0,0,0,0,1,0,1,0.24166666666666667
点对点信道,0,0,0,0,0,1,0,1,0.24166666666666667
单调递增,0,0,0,0,0,1,0,1,0.24166666666666667
收敛,0,0,0,0,0,2,0,2,0.48333333333333334
相移郎,0,0,0,0,0,1,0,1,0.24166666666666667
初始化,0,0,0,0,0,1,0,1,0.24166666666666667
gqm,0,0,0,0,0,1,0,1,0.24166666666666667
demn,0,0,0,0,0,1,0,1,0.24166666666666667
mt,0,0,0,0,0,1,0,1,0.24166666666666667
nsi71,0,0,0,0,0,1,0,1,0.24166666666666667
