,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,总词频,加权得分
协作距离门限,0,0,0,0,0,16,0,3,19,3.44375
缓存容量,1,0,2,0,12,11,0,2,28,5.78125
强度,1,0,2,6,5,7,0,2,23,4.5375
单峰函数,0,0,0,1,0,2,0,0,3,0.4875
平均用户,0,0,0,0,0,6,0,0,6,1.0875
sbs缓存容量,0,0,0,0,2,4,0,1,7,1.26875
sbs,1,0,0,13,8,4,0,2,28,5.1625
mbs,5,0,4,44,25,41,0,3,122,23.50625
累积干扰信号,0,0,1,2,3,3,0,0,9,1.4625
累积信息信号,0,0,0,1,2,3,0,0,6,1.03125
概率,2,0,1,19,30,22,4,2,80,15.0125
负载,1,0,3,1,4,2,0,0,11,2.5875
中度负载,0,0,0,0,2,1,0,1,4,0.725
用户,0,0,1,4,4,5,1,0,15,2.4375
减小量,0,0,0,0,0,1,0,0,1,0.18125
增长量,0,0,0,0,0,1,0,0,1,0.18125
轻度负载,0,0,0,0,1,1,0,0,2,0.3625
sbs簇,0,0,0,7,0,6,0,1,14,2.14375
卸载概率,1,0,1,0,0,12,0,4,18,4.025
平均se场,0,0,0,0,0,1,0,0,1,0.18125
点线,0,0,0,0,0,3,0,0,3,0.54375
平均,0,0,2,2,0,5,1,0,10,1.5875
虚线,0,0,0,0,0,3,0,0,3,0.54375
实线,0,0,0,0,0,3,0,0,3,0.54375
平均se,1,0,1,0,0,11,0,1,14,3.3
sbs缓存能力,0,0,0,0,0,1,0,0,1,0.18125
覆盖概率,2,0,9,0,20,0,0,1,32,6.93125
平均发送功率,0,0,0,0,2,0,0,0,2,0.3625
网络,3,0,43,7,20,8,12,6,99,17.5875
hetnets,14,0,89,16,14,15,35,12,195,40.9
sinr,0,0,0,2,8,2,0,0,12,2.0625
干扰发送功率,1,0,0,0,1,0,1,0,3,1.3625
平均协作,0,0,0,0,1,0,0,0,1,0.18125
信道复用数,0,0,0,0,4,0,0,1,5,0.90625
能量收集能力,0,0,2,0,4,0,0,1,7,1.15625
协作rss门限,1,0,0,0,14,0,0,5,20,4.44375
