,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
车辆通信原型机系统,0,0,0,0,0,2,0,2,0.48333333333333334
频率同步算法,1,0,5,0,5,14,1,26,6.458333333333333
多径时延,0,0,0,4,0,0,0,4,0.5
相干带宽,0,0,0,3,0,0,0,3,0.375
传输速率,0,0,0,4,0,0,1,5,0.7416666666666667
信道带宽,0,0,1,1,0,0,0,2,0.25
移动性,0,0,0,1,0,0,0,1,0.125
无线环境,1,0,0,1,0,1,0,3,1.3666666666666667
帧结构,1,0,4,5,4,1,4,19,4.3
ofdm技术,2,0,2,7,1,0,3,15,4.091666666666667
物理层传输技术,0,0,0,2,0,0,0,2,0.25
802.1ip协议,0,0,0,2,0,0,0,2,0.25
802.1la,0,0,0,1,0,0,0,1,0.125
数据速率,0,0,0,3,0,0,0,3,0.375
频段,0,0,0,1,0,0,0,1,0.125
ghz,0,0,0,1,0,0,0,1,0.125
高速环境,0,0,1,3,0,0,1,5,0.7416666666666667
车辆通信,5,1,15,7,3,12,7,50,15.066666666666666
车载电子无线通信,0,0,0,1,0,0,0,1,0.125
通信协议,0,0,0,1,0,0,0,1,0.125
802,0,0,0,2,0,0,0,2,0.25
ieee802,0,0,0,2,0,0,0,2,0.25
物理层,1,0,0,4,0,3,0,8,2.225
收发射频板,0,0,0,0,0,4,0,4,0.9666666666666667
误码率,0,0,0,1,5,4,0,10,2.3
补偿因子,0,0,0,0,0,16,0,16,3.8666666666666667
相位跟踪模块,0,0,0,0,0,7,0,7,1.6916666666666667
视频,0,0,0,0,0,7,1,8,1.9333333333333333
modelsim,0,0,0,0,0,5,0,5,1.2083333333333333
频率同步模块,0,0,0,0,0,4,0,4,0.9666666666666667
载波同步模块,0,0,0,0,0,4,0,4,0.9666666666666667
频率同步,0,0,2,1,3,5,0,11,2.3083333333333336
接收端,0,0,1,12,1,8,0,22,3.8
射频传输,0,0,1,0,0,7,0,8,1.8166666666666667
时钟晶振,0,0,0,0,0,2,0,2,0.48333333333333334
同轴线,0,0,0,0,0,2,0,2,0.48333333333333334
无线传输,0,0,0,0,0,2,0,2,0.48333333333333334
相位跟踪,0,0,1,0,0,7,1,9,2.0583333333333336
载波同步,0,0,2,1,0,9,1,13,2.7916666666666665
解调,0,0,0,1,1,3,0,5,1.0916666666666668
