dissertation,name,this_url,language,word_frequency
高速环境下无线通信系统的同步技术研究,车辆通信,高速环境下无线通信系统的同步技术研究_摘要_1,中文,5
高速环境下无线通信系统的同步技术研究,lte,高速环境下无线通信系统的同步技术研究_摘要_2,中文,4
高速环境下无线通信系统的同步技术研究,ofdm,高速环境下无线通信系统的同步技术研究_摘要_3,中文,3
高速环境下无线通信系统的同步技术研究,ofdm技术,高速环境下无线通信系统的同步技术研究_摘要_4,中文,2
高速环境下无线通信系统的同步技术研究,同步算法,高速环境下无线通信系统的同步技术研究_摘要_5,中文,2
高速环境下无线通信系统的同步技术研究,频率偏移,高速环境下无线通信系统的同步技术研究_摘要_6,中文,2
高速环境下无线通信系统的同步技术研究,无线通信,高速环境下无线通信系统的同步技术研究_摘要_7,中文,2
高速环境下无线通信系统的同步技术研究,ofdm技,高速环境下无线通信系统的同步技术研究_摘要_8,中文,2
高速环境下无线通信系统的同步技术研究,移动互联网,高速环境下无线通信系统的同步技术研究_摘要_9,中文,2
高速环境下无线通信系统的同步技术研究,802.11p,高速环境下无线通信系统的同步技术研究_摘要_10,中文,1
高速环境下无线通信系统的同步技术研究,物理层,高速环境下无线通信系统的同步技术研究_摘要_11,中文,1
高速环境下无线通信系统的同步技术研究,无线环境,高速环境下无线通信系统的同步技术研究_摘要_12,中文,1
高速环境下无线通信系统的同步技术研究,同步,高速环境下无线通信系统的同步技术研究_摘要_13,中文,1
高速环境下无线通信系统的同步技术研究,数据,高速环境下无线通信系统的同步技术研究_摘要_14,中文,1
高速环境下无线通信系统的同步技术研究,帧结构,高速环境下无线通信系统的同步技术研究_摘要_15,中文,1
高速环境下无线通信系统的同步技术研究,主同步序列,高速环境下无线通信系统的同步技术研究_摘要_16,中文,1
高速环境下无线通信系统的同步技术研究,参考信号,高速环境下无线通信系统的同步技术研究_摘要_17,中文,1
高速环境下无线通信系统的同步技术研究,频率同步算法,高速环境下无线通信系统的同步技术研究_摘要_18,中文,1
高速环境下无线通信系统的同步技术研究,仿真验证,高速环境下无线通信系统的同步技术研究_摘要_19,中文,1
高速环境下无线通信系统的同步技术研究,协议,高速环境下无线通信系统的同步技术研究_摘要_20,中文,1
高速环境下无线通信系统的同步技术研究,载波频率同步算法,高速环境下无线通信系统的同步技术研究_摘要_21,中文,1
高速环境下无线通信系统的同步技术研究,相位跟踪算法,高速环境下无线通信系统的同步技术研究_摘要_22,中文,1
高速环境下无线通信系统的同步技术研究,硬件,高速环境下无线通信系统的同步技术研究_摘要_23,中文,1
高速环境下无线通信系统的同步技术研究,视频传输,高速环境下无线通信系统的同步技术研究_摘要_24,中文,1
高速环境下无线通信系统的同步技术研究,ieee802.11,高速环境下无线通信系统的同步技术研究_摘要_25,中文,1
高速环境下无线通信系统的同步技术研究,频率复用技术,高速环境下无线通信系统的同步技术研究_摘要_26,中文,1
高速环境下无线通信系统的同步技术研究,频谱资源,高速环境下无线通信系统的同步技术研究_摘要_27,中文,1
高速环境下无线通信系统的同步技术研究,抗衰落,高速环境下无线通信系统的同步技术研究_摘要_28,中文,1
高速环境下无线通信系统的同步技术研究,抗干扰能力,高速环境下无线通信系统的同步技术研究_摘要_29,中文,1
高速环境下无线通信系统的同步技术研究,频谱利用率,高速环境下无线通信系统的同步技术研究_摘要_30,中文,1
高速环境下无线通信系统的同步技术研究,高速数据传输系统,高速环境下无线通信系统的同步技术研究_摘要_31,中文,1
高速环境下无线通信系统的同步技术研究,子载波,高速环境下无线通信系统的同步技术研究_摘要_32,中文,1
高速环境下无线通信系统的同步技术研究,频率偏差,高速环境下无线通信系统的同步技术研究_摘要_33,中文,1
高速环境下无线通信系统的同步技术研究,通信系统,高速环境下无线通信系统的同步技术研究_摘要_34,中文,1
高速环境下无线通信系统的同步技术研究,高速移动,高速环境下无线通信系统的同步技术研究_摘要_35,中文,1
高速环境下无线通信系统的同步技术研究,多普勒频移,高速环境下无线通信系统的同步技术研究_摘要_36,中文,1
高速环境下无线通信系统的同步技术研究,ofdm子载波,高速环境下无线通信系统的同步技术研究_摘要_37,中文,1
高速环境下无线通信系统的同步技术研究,正交性,高速环境下无线通信系统的同步技术研究_摘要_38,中文,1
高速环境下无线通信系统的同步技术研究,子载波间干扰icl,高速环境下无线通信系统的同步技术研究_摘要_39,中文,1
高速环境下无线通信系统的同步技术研究,解调性能,高速环境下无线通信系统的同步技术研究_摘要_40,中文,1
高速环境下无线通信系统的同步技术研究,同步技术,高速环境下无线通信系统的同步技术研究_摘要_41,中文,1
高速环境下无线通信系统的同步技术研究,无线通信技术,高速环境下无线通信系统的同步技术研究_摘要_42,中文,1
高速环境下无线通信系统的同步技术研究,ieee802.11p,高速环境下无线通信系统的同步技术研究_摘要_43,中文,1
高速环境下无线通信系统的同步技术研究,准4g无线通信,高速环境下无线通信系统的同步技术研究_摘要_44,中文,1
高速环境下无线通信系统的同步技术研究,mimo,高速环境下无线通信系统的同步技术研究_摘要_45,中文,1
高速环境下无线通信系统的同步技术研究,数据传输速率,高速环境下无线通信系统的同步技术研究_摘要_46,中文,1
高速环境下无线通信系统的同步技术研究,带宽分配,高速环境下无线通信系统的同步技术研究_摘要_47,中文,1
高速环境下无线通信系统的同步技术研究,频谱配置,高速环境下无线通信系统的同步技术研究_摘要_48,中文,1
高速环境下无线通信系统的同步技术研究,高移动性,高速环境下无线通信系统的同步技术研究_摘要_49,中文,1
高速环境下无线通信系统的同步技术研究,低时延,高速环境下无线通信系统的同步技术研究_摘要_50,中文,1
高速环境下无线通信系统的同步技术研究,802.lip,高速环境下无线通信系统的同步技术研究_摘要_51,中文,1
高速环境下无线通信系统的同步技术研究,802.11a,高速环境下无线通信系统的同步技术研究_摘要_52,中文,1
高速环境下无线通信系统的同步技术研究,保护间隔,高速环境下无线通信系统的同步技术研究_摘要_53,中文,1
高速环境下无线通信系统的同步技术研究,车载环境,高速环境下无线通信系统的同步技术研究_摘要_54,中文,1
高速环境下无线通信系统的同步技术研究,多径传播,高速环境下无线通信系统的同步技术研究_摘要_55,中文,1
高速环境下无线通信系统的同步技术研究,多普勒效应,高速环境下无线通信系统的同步技术研究_摘要_56,中文,1
高速环境下无线通信系统的同步技术研究,移动通信技术,高速环境下无线通信系统的同步技术研究_摘要_57,中文,1
高速环境下无线通信系统的同步技术研究,车联网,高速环境下无线通信系统的同步技术研究_摘要_58,中文,1
高速环境下无线通信系统的同步技术研究,安全,高速环境下无线通信系统的同步技术研究_摘要_59,中文,1
高速环境下无线通信系统的同步技术研究,多媒体通信,高速环境下无线通信系统的同步技术研究_摘要_60,中文,1
高速环境下无线通信系统的同步技术研究,质量,高速环境下无线通信系统的同步技术研究_摘要_61,中文,1
高速环境下无线通信系统的同步技术研究,ofdmtechnology,高速环境下无线通信系统的同步技术研究_摘要_62,英文,3
高速环境下无线通信系统的同步技术研究,vehiclecommunication,高速环境下无线通信系统的同步技术研究_摘要_63,英文,2
高速环境下无线通信系统的同步技术研究,wirelesscommunicationtechnology,高速环境下无线通信系统的同步技术研究_摘要_64,英文,2
高速环境下无线通信系统的同步技术研究,ity,高速环境下无线通信系统的同步技术研究_摘要_65,英文,2
高速环境下无线通信系统的同步技术研究,communications,高速环境下无线通信系统的同步技术研究_摘要_66,英文,2
高速环境下无线通信系统的同步技术研究,synchronization,高速环境下无线通信系统的同步技术研究_摘要_67,英文,1
高速环境下无线通信系统的同步技术研究,wirelessenvironment,高速环境下无线通信系统的同步技术研究_摘要_68,英文,1
高速环境下无线通信系统的同步技术研究,synch,高速环境下无线通信系统的同步技术研究_摘要_69,英文,1
高速环境下无线通信系统的同步技术研究,hardware,高速环境下无线通信系统的同步技术研究_摘要_70,英文,1
高速环境下无线通信系统的同步技术研究,im,高速环境下无线通信系统的同步技术研究_摘要_71,英文,1
高速环境下无线通信系统的同步技术研究,ment,高速环境下无线通信系统的同步技术研究_摘要_72,英文,1
高速环境下无线通信系统的同步技术研究,go,高速环境下无线通信系统的同步技术研究_摘要_73,英文,1
高速环境下无线通信系统的同步技术研究,thmi,高速环境下无线通信系统的同步技术研究_摘要_74,英文,1
高速环境下无线通信系统的同步技术研究,video,高速环境下无线通信系统的同步技术研究_摘要_75,英文,1
高速环境下无线通信系统的同步技术研究,pprotocolunder,高速环境下无线通信系统的同步技术研究_摘要_76,英文,1
