parent_url,parent_name,this_url,name,level,word_frequency
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_1,sparql,4,9
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_2,查询语句,4,3
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_3,三元组,4,3
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_4,结果集,4,2
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_5,查询结果,4,2
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_6,复杂图模式,4,2
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_7,资源,4,2
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_8,sparql查询语言,4,2
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_9,model对象,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_10,resourcemodel接口,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_11,迭代器接口,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_12,三元组信息,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_13,resultset,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_14,resultset对,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_15,exexselectq,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_16,执行对象,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_17,查询执行对象,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_18,queryexecutionfactory,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_19,工厂,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_20,jena,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_21,query查询语句,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_22,queryfactory,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_23,工厂类,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_24,查询,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_25,知识库,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_26,arq,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_27,sparql引擎,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_28,查询语言,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_29,sparql4j,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_30,jenaarq,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_31,语义web库,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_32,制表符,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_33,tsv,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_34,逗号分割值,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_35,csv,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_36,xml,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_37,查魂结,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_38,查询引擎,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_39,sparql协议,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_40,sparql查询语句,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_41,值约束条件,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_42,rdf数据集图模式,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_43,联合图模式,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_44,选择图模式,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_45,组合图模式,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_46,基本图模式,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_47,简单图模式,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_48,三元组模式,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_49,图模式,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_50,客体,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_51,cat,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_52,pre,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_53,谓词,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_54,主体,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_55,属性,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_56,rdf模型,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_57,datatypeirlblanknode,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_58,typedliteral,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_59,languagetag,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_60,plainliterals,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_61,lexicalfornix,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_62,irkliterals,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_63,triple三元组,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_64,数据图,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_65,rdf,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_66,serql,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_67,rdql,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_68,rdfdb,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_69,rdf图,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_70,rdfstore,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_71,rdf存储,4,1
物联网系统的知识子系统的设计与实现_3级_8,SPARQL查询语言,物联网系统的知识子系统的设计与实现_知识点_72,语义网标准协议,4,1
物联网系统的知识子系统的设计与实现_1级_3,系统需求分析,物联网系统的知识子系统的设计与实现_知识点_73,物联网系统,4,3
物联网系统的知识子系统的设计与实现_1级_3,系统需求分析,物联网系统的知识子系统的设计与实现_知识点_74,知识子系统,4,2
物联网系统的知识子系统的设计与实现_1级_3,系统需求分析,物联网系统的知识子系统的设计与实现_知识点_75,需求,4,1
物联网系统的知识子系统的设计与实现_1级_3,系统需求分析,物联网系统的知识子系统的设计与实现_知识点_76,非功能性需求,4,1
物联网系统的知识子系统的设计与实现_1级_3,系统需求分析,物联网系统的知识子系统的设计与实现_知识点_77,功能性需求,4,1
物联网系统的知识子系统的设计与实现_1级_3,系统需求分析,物联网系统的知识子系统的设计与实现_知识点_78,功能模块,4,1
物联网系统的知识子系统的设计与实现_1级_3,系统需求分析,物联网系统的知识子系统的设计与实现_知识点_79,事件处理能力,4,1
物联网系统的知识子系统的设计与实现_1级_3,系统需求分析,物联网系统的知识子系统的设计与实现_知识点_80,订阅子系统,4,1
物联网系统的知识子系统的设计与实现_1级_3,系统需求分析,物联网系统的知识子系统的设计与实现_知识点_81,资源模型,4,1
物联网系统的知识子系统的设计与实现_1级_3,系统需求分析,物联网系统的知识子系统的设计与实现_知识点_82,物联网,4,1
物联网系统的知识子系统的设计与实现_1级_3,系统需求分析,物联网系统的知识子系统的设计与实现_知识点_83,系统需求,4,1
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_84,主题,4,8
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_85,订阅系统,4,5
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_86,paramtopic,4,2
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_87,getschema,4,2
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_88,schema文件,4,2
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_89,主题树,4,2
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_90,pubsub,4,2
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_91,topicentry,4,2
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_92,configuration,4,2
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_93,pubsub类,4,2
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_94,消息,4,2
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_95,数据订阅模块,4,2
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_96,nt,4,1
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_97,topic,4,1
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_98,string,4,1
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_99,topicentysubscribe,4,1
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_100,protected,4,1
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_101,subscribe,4,1
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_102,文件对象,4,1
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_103,stringtopic,4,1
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_104,protectedvoidgetschema,4,1
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_105,消息主题,4,1
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_106,unsubscribe,4,1
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_107,订阅主题,4,1
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_108,loadtopic,4,1
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_109,topiccontents,4,1
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_110,alltopic,4,1
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_111,消息空间节点,4,1
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_112,动态配置,4,1
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_113,信息,4,1
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_114,端口,4,1
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_115,配置类,4,1
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_116,动态信息,4,1
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_117,实体,4,1
物联网系统的知识子系统的设计与实现_3级_15,数据订阅模块的设计与实现,物联网系统的知识子系统的设计与实现_知识点_118,接口功能,4,1
