,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
信道,1,0,18,10,13,53,4,99,21.416666666666668
ofdm系统,0,0,0,0,7,8,1,16,3.8666666666666667
接收端,0,0,10,12,10,12,0,44,8.066666666666666
频域信号,0,0,0,1,0,5,0,6,1.3333333333333333
离散时间信道,0,0,0,0,0,3,0,3,0.725
信号,0,0,4,16,15,5,0,40,7.333333333333333
压缩感知,1,0,4,0,0,7,1,13,3.4333333333333336
频域响应,0,0,1,0,0,2,0,3,0.6083333333333334
发送端,0,0,1,3,3,4,0,11,2.1916666666666664
导频符号,0,0,0,0,0,2,0,2,0.48333333333333334
子载波,0,0,6,0,0,4,0,10,1.7166666666666668
稀疏信道,0,0,0,0,0,2,0,2,0.48333333333333334
稀疏特性,0,0,0,0,0,2,0,2,0.48333333333333334
信道估计,0,1,7,2,1,15,4,30,7.958333333333333
傅里叶子矩阵,0,0,0,0,0,2,0,2,0.48333333333333334
频域噪声,0,0,0,0,0,3,0,3,0.725
传输,0,0,2,1,1,1,0,5,0.8583333333333334
pnp,0,0,0,0,0,1,0,1,0.24166666666666667
导频,0,0,1,6,1,15,0,23,4.741666666666667
加性高斯白噪声,0,0,0,2,1,3,0,6,1.2166666666666668
频域,0,0,1,0,1,1,0,3,0.6083333333333334
时域,0,0,0,1,1,2,0,4,0.85
复信号,0,0,0,0,0,1,0,1,0.24166666666666667
列向量,0,0,0,0,0,1,0,1,0.24166666666666667
idft,0,0,0,0,0,1,0,1,0.24166666666666667
dft解调,0,0,0,0,0,1,0,1,0.24166666666666667
调制信号,0,0,0,6,0,1,0,7,0.9916666666666667
idft调制,0,0,0,0,0,1,0,1,0.24166666666666667
待发送信号,0,0,0,0,0,1,0,1,0.24166666666666667
多径数,0,0,0,1,0,1,0,2,0.3666666666666667
信道龙,0,0,0,0,0,1,0,1,0.24166666666666667
无线信道,1,0,3,0,0,3,0,7,2.1
时延扩展,0,0,0,0,2,1,0,3,0.725
信道长度,0,0,0,0,0,1,0,1,0.24166666666666667
离散信道,0,0,0,0,0,1,0,1,0.24166666666666667
径复增益,0,0,0,0,0,1,0,1,0.24166666666666667
吳瓦,0,0,0,0,0,1,0,1,0.24166666666666667
原始信号,0,0,0,0,0,1,0,1,0.24166666666666667
采样,0,0,0,2,0,1,0,3,0.4916666666666667
样速率,0,0,0,1,0,1,0,2,0.3666666666666667
奈奎斯特,0,0,0,0,0,1,0,1,0.24166666666666667
变换域,0,0,0,0,0,1,0,1,0.24166666666666667
压缩感知理论,0,0,1,0,0,6,0,7,1.575
ofdm信道,0,0,0,0,0,7,0,7,1.6916666666666667
通信系统,0,0,9,0,2,4,0,15,2.575
码元同步,0,0,5,1,0,0,0,6,0.75
同步,3,1,12,7,6,1,11,41,11.725
本地载波信号,0,0,3,0,0,0,0,3,0.375
性能,2,0,12,17,11,44,3,89,19.641666666666666
正交频分复用系统,0,0,5,0,0,2,0,7,1.1083333333333334
信道冲激响应,0,0,2,0,1,0,0,3,0.4916666666666667
信道参数,0,0,12,13,1,9,0,35,5.541666666666666
相位,0,0,4,0,2,0,0,6,0.9833333333333334
位定时脉冲序列,0,0,2,0,0,0,0,2,0.25
取样,0,0,2,0,0,0,0,2,0.25
码元序列,0,0,2,0,0,0,0,2,0.25
数字通信系统,0,0,2,2,0,0,0,4,0.5
相干调制,0,0,2,0,0,0,0,2,0.25
载波同步,0,0,3,13,0,0,0,16,2.0
传输信号,0,0,2,0,0,0,0,2,0.25
步调,0,0,2,0,0,0,0,2,0.25
重构算法,0,0,1,0,0,0,0,1,0.125
观测矩阵,0,0,1,0,0,2,0,3,0.6083333333333334
信道估计技,0,0,2,0,0,0,0,2,0.25
正交频分复用,0,0,1,0,1,0,0,2,0.3666666666666667
mmse信道估计算法,0,0,1,0,0,0,0,1,0.125
ls信道估计算法,0,0,1,0,0,0,0,1,0.125
自适应信道,0,0,1,0,0,1,0,2,0.3666666666666667
冲击响应,0,0,1,0,0,0,0,1,0.125
先验信息,0,0,1,3,1,0,0,5,0.7416666666666667
信道响应力,0,0,1,0,0,0,0,1,0.125
发送信号,0,0,1,2,1,0,0,4,0.6166666666666667
输出信号,0,0,1,0,0,0,0,1,0.125
系统识别,0,0,1,0,0,0,0,1,0.125
park算法,0,0,1,0,1,0,0,2,0.3666666666666667
minn算法,0,0,1,0,1,0,0,2,0.3666666666666667
sc算法,0,0,1,0,8,0,1,10,2.3
信道传输时延,0,0,1,0,0,0,0,1,0.125
信道时延,0,0,1,0,0,1,0,2,0.3666666666666667
系统,0,0,2,0,3,0,0,5,0.975
噪声功率,0,0,1,0,1,0,0,2,0.3666666666666667
多普勒频偏,0,0,1,1,0,3,0,5,0.975
时延,0,0,1,5,2,2,0,10,1.7166666666666668
通信信道,0,0,6,0,0,0,0,6,0.75
广义,0,0,1,0,0,0,0,1,0.125
码元速率,0,0,1,0,1,1,0,3,0.6083333333333334
频率,0,0,6,0,10,0,0,16,3.1666666666666665
位定时脉冲序列序列,0,0,1,0,0,0,0,1,0.125
起止时刻,0,0,1,0,0,0,0,1,0.125
码元,0,0,1,0,0,0,0,1,0.125
数字频带传输,0,0,1,0,0,0,0,1,0.125
数字基带传输,0,0,1,0,0,0,0,1,0.125
位同步,0,0,1,1,0,0,0,2,0.25
定时同步,2,0,4,11,10,1,0,28,6.533333333333333
相干解调,0,0,1,0,6,0,0,7,1.575
调制载波频率,0,0,1,0,0,0,0,1,0.125
接收信号,0,0,2,16,6,4,0,28,4.666666666666666
相干载波,0,0,1,0,0,0,0,1,0.125
频带传输,0,0,1,0,0,0,0,1,0.125
长距离通信,0,0,1,0,0,0,0,1,0.125
通信,0,0,7,5,3,0,0,15,2.225
码元同步技术,0,0,1,0,0,0,0,1,0.125
载波同步技术,0,0,1,2,0,0,0,3,0.375
网同步,0,0,1,0,0,0,0,1,0.125
群同步,0,0,1,0,0,0,0,1,0.125
接收机,0,0,3,11,3,2,0,19,2.958333333333333
发送机,0,0,1,0,0,0,0,1,0.125
正常传输,0,0,1,0,0,0,0,1,0.125
无线通信,0,0,6,0,0,0,0,6,0.75
软件无线电,0,0,2,0,0,0,0,2,0.25
突发通信系统平台,0,0,1,0,0,0,0,1,0.125
软件化,0,0,1,0,0,0,0,1,0.125
信道编码,0,0,1,0,1,0,0,2,0.3666666666666667
调制,0,0,8,0,1,1,0,10,1.4833333333333334
帧结构,0,0,1,1,3,0,0,5,0.975
通用cpu系统,0,0,1,0,0,0,0,1,0.125
射频部件,0,0,1,0,0,0,0,1,0.125
无线通信系统,0,0,1,1,0,0,0,2,0.25
突发通信系统,0,0,8,6,0,0,2,16,2.2333333333333334
突发通信,3,1,12,24,0,0,1,41,9.741666666666667
同步检测,0,0,0,6,0,1,0,7,0.9916666666666667
突发同步检测,0,0,0,3,0,0,0,3,0.375
同步技术,0,0,0,1,1,0,1,3,0.6083333333333334
pc机,0,0,3,0,0,0,0,3,0.375
发射机,0,0,3,2,1,0,0,6,0.8666666666666667
突发信道,0,0,1,4,0,0,0,5,0.625
