,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,总词频,加权得分
图像,8,0,51,53,32,24,20,0,188,34.775
图像质量评价,2,0,22,10,11,7,2,1,55,9.80625
图像质量,2,0,10,12,3,5,2,0,34,6.5625
失真图像,1,0,11,22,10,14,0,0,58,9.475
信息,1,0,7,4,0,6,0,0,18,3.4625
主观质量评价,0,0,5,7,0,0,0,0,12,1.5
质量,2,0,10,6,4,3,1,0,26,5.45
失真,0,0,4,7,6,12,0,0,29,4.637499999999999
数字图像,1,0,3,1,0,0,0,0,5,1.5
视频,0,0,3,2,0,0,0,0,5,0.625
高动态图像,0,0,6,1,0,0,0,1,8,1.05625
小波变换,0,0,4,2,0,0,0,0,6,0.75
亮度,0,0,7,5,3,1,6,0,22,3.3125
客观质量评价,0,0,5,6,0,0,0,0,11,1.375
编码,1,0,2,0,0,0,0,0,3,1.25
质量评价算法,0,0,2,2,0,1,1,0,6,0.8625
动态,0,0,3,2,1,0,0,0,6,0.80625
色调映射器,0,0,8,0,0,0,0,0,8,1.0
真实色彩,0,0,1,0,0,0,0,0,1,0.125
大自然,0,0,1,0,0,0,0,0,1,0.125
色彩,0,0,1,0,0,0,0,0,1,0.125
视觉感知特性,0,0,1,0,0,0,0,0,1,0.125
系统,0,0,1,0,0,0,0,0,1,0.125
时间,0,0,3,0,0,3,0,0,6,0.91875
图像标准数据库,0,0,1,0,0,0,0,0,1,0.125
失真类型,0,0,1,0,0,6,1,0,8,1.39375
无参,0,0,2,1,0,0,0,0,3,0.375
质量评分,0,0,3,3,0,0,2,0,8,1.1125
傅里叶变换,0,0,2,1,0,0,0,0,3,0.375
参考图像,0,0,2,4,4,6,0,0,16,2.5625
dct变换,0,0,2,1,0,0,0,0,3,0.375
傅立叶变换,0,0,2,1,0,0,0,0,3,0.375
质量分值,0,0,2,1,0,1,0,0,4,0.55625
对比度,0,0,3,6,3,1,13,0,26,4.20625
像素域,0,0,2,1,0,0,0,0,3,0.375
原始图像,0,0,3,1,0,0,0,0,4,0.5
无参考,0,0,2,1,0,0,0,0,3,0.375
reducere,0,0,2,1,0,0,0,0,3,0.375
半参考,0,0,2,1,0,0,0,0,3,0.375
客观质量,0,0,1,0,0,1,0,0,2,0.30625
样本训练,0,0,2,1,0,0,0,0,3,0.375
机器学习,0,0,2,1,0,0,0,0,3,0.375
信号处理,0,0,2,1,0,0,0,0,3,0.375
数学方法,0,0,2,1,0,0,0,0,3,0.375
感知特性,0,0,3,1,0,0,0,0,4,0.5
位论,0,0,1,0,0,0,0,0,1,0.125
工程,0,0,1,0,0,0,0,0,1,0.125
邮电大,0,0,1,0,0,0,0,0,1,0.125
人类视觉,0,0,1,0,0,0,0,0,1,0.125
亮度色度特征,0,0,2,1,0,0,0,0,3,0.375
实时系统,0,0,1,0,0,0,0,0,1,0.125
主观,0,0,2,1,0,0,0,0,3,0.375
费力,0,0,1,0,0,0,0,0,1,0.125
主观质量质量,0,0,1,0,0,0,0,0,1,0.125
打分,0,0,1,0,0,0,0,0,1,0.125
图像库,0,0,1,0,0,2,0,0,3,0.4875
itu,0,0,1,0,0,0,0,0,1,0.125
主观质量,0,0,2,4,1,0,0,0,7,0.93125
接收者,0,0,1,0,0,0,0,0,1,0.125
人眼,1,0,3,3,2,1,0,0,10,2.29375
图像算法,0,0,1,0,0,0,0,1,2,0.30625
增强算法,0,0,1,1,0,0,0,0,2,0.25
压缩算法,0,0,1,1,0,0,0,0,2,0.25
军事,0,0,1,1,0,0,0,0,2,0.25
医学,0,0,1,1,0,0,0,0,2,0.25
气象,0,0,1,1,0,0,0,0,2,0.25
观看感受,0,0,1,0,0,0,0,0,1,0.125
人眼视觉系统,0,0,1,0,0,1,0,0,2,0.30625
图像失真,0,0,1,0,0,0,0,0,1,0.125
