,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
lmmse算法,0,0,2,0,25,0,0,27,6.291666666666667
性能,0,0,14,3,47,4,5,73,15.658333333333333
信道估计算法,3,0,14,3,34,5,4,63,15.516666666666667
信道,3,0,14,5,55,18,0,95,23.016666666666666
vcfr算法,0,0,5,2,14,3,2,26,5.466666666666667
ls算法,0,0,1,2,10,0,0,13,2.7916666666666665
算法性能,0,0,2,0,2,0,0,4,0.7333333333333334
算法,0,0,8,1,5,0,0,14,2.333333333333333
协议,0,0,0,1,1,0,0,2,0.3666666666666667
吞吐量,0,0,1,2,6,0,0,9,1.825
f-lmmse算法,0,0,2,0,14,0,0,16,3.6333333333333333
dft去噪算法,0,0,2,0,3,0,1,6,1.2166666666666668
仿真,1,0,1,0,8,0,2,12,3.5416666666666665
差异化去噪策略,1,1,0,0,5,0,1,8,4.45
频域平滑,1,0,0,0,1,0,0,2,1.2416666666666667
升余弦窗,0,0,0,0,4,0,0,4,0.9666666666666667
vcfr,2,0,8,2,25,21,4,62,15.333333333333334
snr,0,0,0,1,30,0,1,32,7.616666666666667
乘法,0,0,0,0,1,2,0,3,0.725
大矩阵,0,0,2,0,3,0,0,5,0.975
工程,0,0,0,0,3,0,0,3,0.725
信道条件,0,0,3,0,6,0,0,9,1.825
自相关特性矩阵,0,0,0,0,1,0,0,1,0.24166666666666667
运算复杂度,0,0,6,0,6,0,0,12,2.2
求逆过程,0,0,0,0,2,0,0,2,0.48333333333333334
fft变换,0,0,0,0,1,0,0,1,0.24166666666666667
信道条,0,0,0,0,3,0,0,3,0.725
存储信道信息,0,0,0,0,1,0,0,1,0.24166666666666667
块分解,0,0,0,0,8,0,0,8,1.9333333333333333
svd分解,0,0,0,0,4,0,0,4,0.9666666666666667
化算法,0,0,0,0,1,0,0,1,0.24166666666666667
mmse,0,0,2,0,6,1,0,9,1.9416666666666667
边缘性能,0,0,0,0,1,0,0,1,0.24166666666666667
dft去噪,0,0,1,0,7,0,0,8,1.8166666666666667
dft变换域去噪,0,0,3,0,3,0,1,7,1.3416666666666668
mmse算法,0,0,3,0,4,0,0,7,1.3416666666666668
ls,0,0,1,1,7,0,0,9,1.9416666666666667
滤波,0,0,1,0,2,0,0,3,0.6083333333333334
信道自相关特性,0,0,0,0,1,0,0,1,0.24166666666666667
mmse准则,0,0,7,0,4,0,0,11,1.8416666666666668
信噪比,0,0,3,1,9,0,0,13,2.675
导频,1,0,4,0,4,0,0,9,2.466666666666667
子载波,0,0,0,16,9,5,0,30,5.383333333333333
分布式映射,0,0,0,3,0,0,0,3,0.375
集中式映射,0,0,0,3,0,0,0,3,0.375
dft,1,0,4,3,21,8,0,37,8.883333333333333
dft-s-ofdm,0,0,0,2,0,0,0,2,0.25
频域,0,0,3,6,12,2,0,23,4.508333333333333
sc-fdma,0,0,0,5,3,0,0,8,1.35
数据符号,0,0,0,2,0,0,0,2,0.25
papr,0,0,0,3,0,0,0,3,0.375
上行信号,0,0,0,2,0,0,0,2,0.25
发送处理,0,0,0,1,0,0,0,1,0.125
ft-s-fdma,0,0,0,1,0,0,0,1,0.125
功率控制,0,0,0,2,0,0,0,2,0.25
频率误差,0,0,0,2,0,0,0,2,0.25
频率分集,0,0,0,1,0,0,0,1,0.125
m点,0,0,0,1,1,0,0,2,0.3666666666666667
发射天线,0,0,0,1,0,0,0,1,0.125
d/a转换,0,0,0,1,0,0,0,1,0.125
ifft变换,0,0,0,1,1,0,0,2,0.3666666666666667
n点,0,0,0,1,0,0,0,1,0.125
dft输出信号,0,0,0,1,0,0,0,1,0.125
调制符号,0,0,0,1,0,0,0,1,0.125
调制字母表,0,0,0,1,0,0,0,1,0.125
信号,0,0,2,4,6,0,0,12,2.2
lte,3,0,5,15,7,4,1,35,8.4
时域,0,0,5,5,23,2,0,35,7.291666666666667
sc-fdma信号,0,0,0,2,0,0,0,2,0.25
上行发送,0,0,0,1,0,0,0,1,0.125
ofdm多载波系统,0,0,0,1,0,0,0,1,0.125
单载波系统,0,0,0,1,0,0,0,1,0.125
子载波映射,0,0,0,1,0,0,0,1,0.125
dft变,0,0,0,1,0,0,0,1,0.125
时域调制符号,0,0,0,1,0,0,0,1,0.125
调制,0,0,0,6,4,0,0,10,1.7166666666666668
ofdm,0,0,1,15,0,0,0,16,2.0
sc-fdmao,0,0,0,1,0,0,0,1,0.125
单载波频分多址,0,0,0,1,0,0,0,1,0.125
上行多址接,0,0,0,1,0,0,0,1,0.125
ofdma,0,0,0,2,0,0,0,2,0.25
lte系统,1,0,3,13,0,0,1,18,3.2416666666666667
ofdm系统,0,0,2,4,7,0,1,14,2.6833333333333336
选择性调度,0,0,0,1,0,0,0,1,0.125
频率,0,0,1,1,0,0,0,2,0.25
频率分集增益,0,0,0,1,0,0,0,1,0.125
功放设,0,0,0,1,0,0,0,1,0.125
终端设备,0,0,0,1,0,0,0,1,0.125
峰均比,0,0,0,1,0,0,0,1,0.125
上行发射信号,0,0,0,1,0,0,0,1,0.125
系统容量,0,0,0,1,0,0,0,1,0.125
小区间干扰,0,0,0,1,0,0,0,1,0.125
终端,0,0,0,1,0,0,0,1,0.125
上行物理层,0,0,0,1,0,0,0,1,0.125
fdma,0,0,2,2,0,0,0,4,0.5
etu70hz,0,0,1,0,0,0,0,1,0.125
eva70hz,0,0,1,0,0,0,0,1,0.125
cir,0,0,6,0,26,0,0,32,7.033333333333333
噪声,0,0,6,0,13,0,0,19,3.8916666666666666
自相关矩阵,0,0,4,0,12,0,0,16,3.4
去噪,0,0,3,0,9,1,0,13,2.7916666666666665
cfr,0,0,3,0,24,0,0,27,6.175
信道估计,2,1,6,4,14,7,1,35,10.566666666666666
加窗函数,0,0,2,0,3,0,0,5,0.975
虚载波频域信道响应,0,0,2,0,0,0,0,2,0.25
信道信息,0,0,3,0,8,0,1,12,2.55
信道自相关矩阵,0,0,2,0,5,0,0,7,1.4583333333333333
特征值,0,0,2,0,1,0,0,3,0.4916666666666667
复杂度,0,0,4,0,6,0,0,10,1.95
求逆运算,0,0,3,0,3,0,0,6,1.1
窗函数,0,0,3,0,8,4,0,15,3.275
