,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
无人机,9,0,112,19,52,189,7,388,85.30833333333334
路径,3,0,26,7,0,44,7,87,19.45
多址接入协议,0,0,25,13,2,0,0,40,5.233333333333333
碰撞,2,0,20,3,4,19,2,50,10.916666666666668
接入,0,0,8,3,4,0,0,15,2.341666666666667
控制信道,2,0,8,18,50,0,1,79,17.575
通信,3,0,12,0,14,7,2,38,10.058333333333334
数据包,1,0,7,3,42,1,2,56,13.125
节点,2,0,25,23,72,4,2,128,26.85
感知通信一体化,0,0,2,0,0,0,0,2,0.25
划算法,0,0,1,0,0,0,0,1,0.125
仿真验证算法,0,0,1,0,0,0,0,1,0.125
无冲突路径,0,0,1,0,0,3,0,4,0.85
碰撞信息,0,0,1,0,0,0,0,1,0.125
划信息,0,0,1,0,0,0,0,1,0.125
历史路径,0,0,1,0,0,0,0,1,0.125
反应距离,1,0,1,1,0,16,1,20,5.358333333333333
误差,0,0,1,0,0,0,0,1,0.125
轨迹预测,0,0,1,0,0,0,0,1,0.125
仿真,0,0,1,1,11,4,0,17,3.875
轨迹预测误差,0,0,1,0,0,7,0,8,1.8166666666666667
通信信息,0,0,1,3,0,7,1,12,2.4333333333333336
雷达,3,0,17,2,25,11,3,61,14.8
卡尔曼滤波器,0,0,3,7,0,20,2,32,6.566666666666666
共享碰撞信息,0,0,1,0,0,0,0,1,0.125
目标识别,1,0,1,0,0,1,0,3,1.3666666666666667
探测,0,0,1,1,5,6,0,13,2.908333333333333
一体化信号,0,0,1,1,4,15,1,22,5.083333333333333
调度雷达,0,0,1,0,1,0,0,2,0.3666666666666667
协议,3,0,3,1,4,0,1,12,4.708333333333333
三维动态障碍物,0,0,1,1,0,0,1,3,0.4916666666666667
自主防碰撞算法,0,0,1,0,0,0,1,2,0.3666666666666667
时延,2,0,2,4,19,6,1,34,9.033333333333333
吞吐量,1,0,5,2,19,0,2,29,6.95
优先级,0,0,4,0,7,0,0,11,2.1916666666666664
长度,0,0,1,0,9,0,0,10,2.3
信道复用模,0,0,1,0,0,0,0,1,0.125
