,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
缺失值,3,0,77,2,49,25,4,160,31.725
数据,1,0,33,10,9,4,5,62,10.725
信息,1,0,27,1,8,1,3,41,7.4
数据集,0,0,29,14,34,23,7,107,20.84166666666667
缺失值插补,2,1,22,3,9,6,1,44,10.991666666666667
源数据集,0,0,3,3,7,2,0,15,2.925
缺失信息,0,0,3,0,0,0,0,3,0.375
性能,3,0,9,2,7,9,1,31,8.483333333333334
数据分析,2,0,4,0,0,0,0,6,2.5
数据挖掘,0,0,5,0,0,0,0,5,0.625
互联网,0,0,3,0,0,0,2,5,0.8583333333333334
噪声影响,0,0,2,0,0,0,0,2,0.25
算法,1,0,4,2,1,5,1,14,3.4416666666666664
数据预处理,0,0,2,0,1,0,0,3,0.4916666666666667
医疗数据,0,0,2,0,0,0,1,3,0.4916666666666667
信息量,0,0,1,0,0,0,0,1,0.125
缺失值插补模型,0,0,4,0,2,2,0,8,1.4666666666666668
目标数据集,0,0,1,5,5,2,1,14,2.6833333333333336
迁移学习,0,1,14,47,29,15,1,107,20.5
数据分析模型,0,0,1,0,0,0,0,1,0.125
插补缺失值,0,0,2,0,2,0,0,4,0.7333333333333334
香农,0,0,1,0,0,0,0,1,0.125
插补,0,0,11,2,9,11,1,34,6.7
不插补,0,0,1,0,0,0,0,1,0.125
数学矩阵,0,0,1,0,0,0,0,1,0.125
参数,0,0,9,4,0,0,0,13,1.625
数据缺失问题,0,0,1,0,0,0,0,1,0.125
数据科学,0,0,1,0,0,0,0,1,0.125
关联规则,0,0,1,0,0,0,0,1,0.125
置信度,0,0,1,0,0,0,0,1,0.125
关联规则算法,0,0,1,0,0,0,0,1,0.125
叶子结点,0,0,1,0,0,0,0,1,0.125
决策树分类算法,0,0,1,0,0,0,0,1,0.125
聚类结,0,0,1,0,0,0,0,1,0.125
度量,0,0,1,0,0,0,0,1,0.125
距离函数,0,0,1,0,0,0,0,1,0.125
聚类算法,0,0,2,0,0,0,0,2,0.25
信息学,0,0,1,0,0,0,0,1,0.125
统计学,0,0,1,0,0,0,0,1,0.125
统计特征丢失,0,0,1,0,0,0,0,1,0.125
信息缺失,0,0,1,0,0,0,0,1,0.125
数据缺失,0,0,12,0,0,0,0,12,1.5
数据丢失率,0,0,1,0,0,0,0,1,0.125
医疗,0,0,1,0,0,0,0,1,0.125
缺失,0,0,5,0,2,1,0,8,1.35
数据库,0,0,4,0,0,0,0,4,0.5
设备,0,0,1,0,0,0,0,1,0.125
honeywell,0,0,1,0,0,0,0,1,0.125
有缺失,0,0,1,0,0,0,0,1,0.125
预处理,0,0,1,0,0,0,1,2,0.3666666666666667
大数据挖掘,0,0,1,0,0,0,0,1,0.125
生产,0,0,1,0,0,0,0,1,0.125
客户数据,0,0,1,0,0,0,0,1,0.125
商铺,0,0,1,0,0,0,0,1,0.125
消费信息,0,0,1,0,0,0,0,1,0.125
违法记录,0,0,1,0,0,0,0,1,0.125
多源数据融合,0,0,1,0,0,0,0,1,0.125
信息交流,0,0,1,0,0,0,0,1,0.125
数据管理,0,0,1,0,0,0,1,2,0.3666666666666667
指数,0,0,1,0,0,0,1,2,0.3666666666666667
数据量,0,0,5,0,0,0,2,7,1.1083333333333334
血液,0,0,1,0,0,0,0,1,0.125
信息时代,0,0,1,0,0,0,0,1,0.125
新技术,0,0,1,0,0,0,0,1,0.125
大数据,0,0,2,0,0,0,0,2,0.25
属性,0,0,6,0,1,0,0,7,0.9916666666666667
深海,0,0,1,0,0,0,0,1,0.125
特征信息,0,0,1,0,0,0,0,1,0.125
电商,0,0,1,0,0,0,0,1,0.125
硬盘磁头损坏,0,0,1,0,0,0,0,1,0.125
机器,0,0,2,1,0,0,0,3,0.375
云平台,0,0,1,0,0,0,0,1,0.125
电商公司,0,0,1,0,0,0,0,1,0.125
机器故障,0,0,1,0,0,0,0,1,0.125
计算机,0,0,1,0,0,0,0,1,0.125
硬盘,0,0,1,0,0,0,0,1,0.125
为因素,0,0,1,0,0,0,0,1,0.125
普通数据,0,0,1,0,0,0,0,1,0.125
电脑磁盘,0,0,1,0,0,0,0,1,0.125
数据挖掘算法,0,0,1,0,0,0,0,1,0.125
模型,0,0,6,4,0,0,0,10,1.25
数据分析算法,0,0,2,0,0,0,0,2,0.25
无可信度,0,0,1,0,0,0,0,1,0.125
挖掘,0,0,1,0,0,0,0,1,0.125
不确定因素,0,0,1,0,0,0,0,1,0.125
粗糙数据集,0,0,1,0,0,0,0,1,0.125
随机缺失,0,0,9,0,0,0,0,9,1.125
随机性,0,0,2,0,0,2,0,4,0.7333333333333334
完全非随机缺失,0,0,2,0,0,0,0,2,0.25
完全随机缺失,0,0,2,0,0,0,0,2,0.25
缺失机制,0,0,4,0,0,0,0,4,0.5
收入信息,0,0,1,0,0,0,0,1,0.125
nmar,0,0,1,0,0,0,0,1,0.125
身体特征,0,0,1,0,0,0,0,1,0.125
观测数据,0,0,2,0,0,0,0,2,0.25
mcar,0,0,1,0,0,0,0,1,0.125
notmissingatrandom,0,0,1,0,0,0,0,1,0.125
missingatrandom,0,0,1,0,0,0,0,1,0.125
missingcompletelyatrandom,0,0,1,0,0,0,0,1,0.125
属性变量,0,0,1,0,0,0,0,1,0.125
缺失数据,0,0,4,0,1,0,0,5,0.7416666666666667
缺失值插补算法,6,0,14,0,13,16,4,53,15.725
算法模型,0,0,1,0,0,0,0,1,0.125
分布,0,0,3,5,0,4,0,12,1.9666666666666668
内容,0,0,1,0,0,0,0,1,0.125
机器学习模型,0,0,3,1,0,0,0,4,0.5
节点,0,0,1,4,0,0,0,5,0.625
决策树,0,0,1,8,1,0,0,10,1.3666666666666667
随机森林,0,0,1,0,1,0,0,2,0.3666666666666667
gbdt,0,0,1,0,2,0,0,3,0.6083333333333334
树模型,0,0,1,5,2,0,0,8,1.2333333333333334
参数迭代,0,0,1,0,0,0,0,1,0.125
深度学习模型,0,0,1,0,0,0,0,1,0.125
神经网络,0,0,1,0,0,0,0,1,0.125
数据线性,0,0,1,0,0,0,0,1,0.125
噪声,0,0,3,0,0,1,0,4,0.6166666666666667
数据缺失值,0,0,2,0,0,0,0,2,0.25
线性模型,0,0,1,0,0,0,0,1,0.125
向量机,0,0,1,0,0,0,0,1,0.125
逻辑回归,0,0,1,0,0,0,0,1,0.125
数据挖掘模型,0,0,1,0,0,0,0,1,0.125
数据挖掘过程,0,0,1,0,0,0,0,1,0.125
em算法,0,0,6,0,0,0,0,6,0.75
权重,0,0,7,2,3,6,0,18,3.3
均值插补,0,0,7,0,1,0,0,8,1.1166666666666667
权重法,0,0,5,0,0,0,0,5,0.625
核函数,0,0,4,0,0,0,0,4,0.5
knn算法,0,0,3,0,0,0,0,3,0.375
m步,0,0,3,0,0,0,0,3,0.375
随机效应模型,0,0,2,0,0,0,0,2,0.25
似然函数,0,0,3,0,0,0,0,3,0.375
e步,0,0,2,0,0,0,0,2,0.25
收敛速度,0,0,2,0,0,0,0,2,0.25
似然估计,0,0,2,0,0,0,0,2,0.25
均值,0,0,2,3,1,2,0,8,1.35
缺失值信息,0,0,2,0,0,0,0,2,0.25
单一插补法,0,0,3,0,0,0,0,3,0.375
随机效应插补模型,0,0,1,0,0,0,0,1,0.125
部相关,0,0,1,0,0,0,0,1,0.125
缺失比,0,0,1,0,2,2,0,5,1.0916666666666668
固定效应模型,0,0,1,0,0,0,0,1,0.125
插补缺失值模型,0,0,1,0,0,0,0,1,0.125
效应模型,0,0,1,0,0,0,0,1,0.125
插补模型,0,0,4,0,5,0,0,9,1.7083333333333333
进口刃,0,0,1,0,0,0,0,1,0.125
效率,0,0,1,0,0,0,0,1,0.125
填充,0,0,1,0,0,0,0,1,0.125
特性,0,0,1,0,0,0,0,1,0.125
初始参数,0,0,1,0,0,0,0,1,0.125
初始值,0,0,1,0,0,0,0,1,0.125
阈值,0,0,2,2,0,0,0,4,0.5
迭代循环,0,0,1,0,0,0,0,1,0.125
迭代算法,0,0,1,0,0,0,0,1,0.125
后验分布,0,0,1,0,0,0,0,1,0.125
