,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
性能,1,0,14,4,12,7,4,42,8.808333333333334
功率放大器,2,0,10,56,0,0,5,73,11.458333333333334
特性,1,0,8,1,7,3,0,20,4.541666666666666
i/q不平衡,2,0,20,0,23,7,2,54,12.233333333333334
功率,0,0,5,6,0,0,0,11,1.375
信号,1,0,7,31,113,21,3,176,38.858333333333334
功耗,0,0,4,0,0,0,0,4,0.5
通信系统,0,0,8,4,1,2,1,16,2.466666666666667
功放非线性,3,0,6,2,1,1,0,13,4.483333333333333
输出功率,0,0,2,0,0,0,0,2,0.25
回退法,0,0,2,0,0,0,0,2,0.25
非线性失真,0,0,2,3,0,0,1,6,0.8666666666666667
sc-fde,2,0,8,0,0,2,0,12,3.4833333333333334
非线性,2,0,4,5,0,0,1,12,3.3666666666666667
系统,0,0,4,2,4,0,1,11,1.9583333333333333
补偿,3,0,8,0,15,2,1,29,8.35
功放线性化技术,0,0,1,0,0,0,0,1,0.125
环保性能,0,0,1,0,0,0,0,1,0.125
器件,0,0,1,0,0,0,0,1,0.125
硬件,1,0,1,0,0,3,0,5,1.85
晶体管功放,0,0,1,0,0,0,0,1,0.125
晶体管,0,0,1,0,0,0,0,1,0.125
直流,0,0,1,1,0,0,0,2,0.25
晶体管功率放大器,0,0,1,0,0,0,0,1,0.125
线性度,0,0,5,3,0,1,0,9,1.2416666666666667
线性,0,0,2,1,0,0,0,3,0.375
功放,0,0,3,14,0,0,0,17,2.125
互调分量,0,0,1,2,0,0,0,3,0.375
饱和点,0,0,1,1,0,0,0,2,0.25
输入功率,0,0,1,0,0,0,0,1,0.125
功率回退法,0,0,2,1,0,0,0,3,0.375
功放线性化,0,0,1,2,0,0,0,3,0.375
频段,0,0,1,1,0,0,0,2,0.25
符号间干扰,0,0,1,1,2,0,0,4,0.7333333333333334
绝对,0,0,1,1,0,0,0,2,0.25
失真信号,0,0,1,1,0,0,0,2,0.25
射频发射机,0,0,1,1,0,0,0,2,0.25
干扰,0,0,1,2,1,0,0,4,0.6166666666666667
信道,0,0,1,1,4,1,0,7,1.4583333333333333
传播,0,0,1,1,0,0,0,2,0.25
发送信号,0,0,1,1,5,0,0,7,1.4583333333333333
基带补偿算法,0,0,1,0,0,0,0,1,0.125
系统效率,0,0,1,0,0,0,0,1,0.125
数字矫正,0,0,1,0,0,0,0,1,0.125
电路,0,0,1,0,0,0,0,1,0.125
缓解器件,0,0,1,0,0,0,0,1,0.125
镜像频率衰减,0,0,1,0,3,1,0,5,1.0916666666666668
接收机,0,0,4,0,0,2,0,6,0.9833333333333334
失配,0,0,1,0,0,0,0,1,0.125
相位,0,0,1,5,6,11,0,23,4.858333333333333
幅度,0,0,1,10,6,0,0,17,2.825
分支,0,0,1,0,3,0,0,4,0.85
通信链路,0,0,3,1,1,1,2,8,1.4666666666666668
通信接收机,0,0,1,0,0,0,0,1,0.125
i/q下变频,0,0,1,0,1,0,0,2,0.3666666666666667
宽带多信道信号,0,0,1,0,0,0,0,1,0.125
高阶调制波形,0,0,1,0,0,0,0,1,0.125
功放线性化性能,0,0,1,0,0,0,0,1,0.125
预失真,0,0,3,2,1,0,0,6,0.8666666666666667
镜像频率干扰,0,0,1,0,8,3,1,13,3.025
镜像频率,0,0,1,0,3,0,0,4,0.85
收发器,0,0,1,0,0,0,0,1,0.125
上下变频转换,0,0,1,0,0,0,0,1,0.125
i/q,1,0,3,0,11,6,0,21,5.483333333333333
直接转换原,0,0,1,0,0,0,0,1,0.125
无线电收发机,0,0,1,0,0,0,0,1,0.125
检测,1,0,2,0,1,1,1,6,1.975
峰平比,1,0,1,0,0,0,0,2,1.125
ofdm,1,0,7,0,0,0,0,8,1.875
复杂度,1,0,1,4,0,2,0,8,2.1083333333333334
码间干扰,1,0,1,1,0,3,0,6,1.975
频域均衡,1,0,1,0,0,1,0,3,1.3666666666666667
时域均衡,1,0,1,0,0,0,0,2,1.125
频域均衡系统,1,0,1,0,0,0,0,2,1.125
