parent_url,parent_name,this_url,name,level
可见光多用户MIMO系统中的空间调光技术研究_2级_1,背景意义与发展现状,可见光多用户MIMO系统中的空间调光技术研究_3级_1,可见光通信的背景和意义,3
可见光多用户MIMO系统中的空间调光技术研究_2级_1,背景意义与发展现状,可见光多用户MIMO系统中的空间调光技术研究_3级_2,可见光通信的发展现状,3
可见光多用户MIMO系统中的空间调光技术研究_2级_4,可见光通信,可见光多用户MIMO系统中的空间调光技术研究_3级_3,可见光通信系统的组成,3
可见光多用户MIMO系统中的空间调光技术研究_2级_4,可见光通信,可见光多用户MIMO系统中的空间调光技术研究_3级_4,可见光通信的关键技术,3
可见光多用户MIMO系统中的空间调光技术研究_2级_5,可见光多用户MIMO,可见光多用户MIMO系统中的空间调光技术研究_3级_5,可见光多用户MIMO系统的组成,3
可见光多用户MIMO系统中的空间调光技术研究_2级_5,可见光多用户MIMO,可见光多用户MIMO系统中的空间调光技术研究_3级_6,可见光多用户MIMO的关键技术,3
可见光多用户MIMO系统中的空间调光技术研究_2级_6,可见光通信的调光技术,可见光多用户MIMO系统中的空间调光技术研究_3级_7,模拟调光技术,3
可见光多用户MIMO系统中的空间调光技术研究_2级_6,可见光通信的调光技术,可见光多用户MIMO系统中的空间调光技术研究_3级_8,数字调光技术,3
可见光多用户MIMO系统中的空间调光技术研究_2级_6,可见光通信的调光技术,可见光多用户MIMO系统中的空间调光技术研究_3级_9,空间调光技术,3
可见光多用户MIMO系统中的空间调光技术研究_2级_10,系统模型,可见光多用户MIMO系统中的空间调光技术研究_3级_10,发送端模型,3
可见光多用户MIMO系统中的空间调光技术研究_2级_10,系统模型,可见光多用户MIMO系统中的空间调光技术研究_3级_11,信道模型,3
可见光多用户MIMO系统中的空间调光技术研究_2级_10,系统模型,可见光多用户MIMO系统中的空间调光技术研究_3级_12,接收端模型,3
可见光多用户MIMO系统中的空间调光技术研究_2级_11,基于ZF预编码的空间调光方案,可见光多用户MIMO系统中的空间调光技术研究_3级_13,SD-ZF方案,3
可见光多用户MIMO系统中的空间调光技术研究_2级_11,基于ZF预编码的空间调光方案,可见光多用户MIMO系统中的空间调光技术研究_3级_14,最大化系统速率的发送天线选择算法,3
可见光多用户MIMO系统中的空间调光技术研究_2级_11,基于ZF预编码的空间调光方案,可见光多用户MIMO系统中的空间调光技术研究_3级_15,算法实现与复杂度分析,3
可见光多用户MIMO系统中的空间调光技术研究_2级_12,基于MMSE预编码的空间调光方案,可见光多用户MIMO系统中的空间调光技术研究_3级_16,SD-MMSE调光方案,3
可见光多用户MIMO系统中的空间调光技术研究_2级_12,基于MMSE预编码的空间调光方案,可见光多用户MIMO系统中的空间调光技术研究_3级_17,最小化系统均方误差的发送天线选择算法,3
可见光多用户MIMO系统中的空间调光技术研究_2级_12,基于MMSE预编码的空间调光方案,可见光多用户MIMO系统中的空间调光技术研究_3级_18,方案实现与复杂度分析,3
可见光多用户MIMO系统中的空间调光技术研究_2级_16,系统模型,可见光多用户MIMO系统中的空间调光技术研究_3级_19,发送端模型,3
可见光多用户MIMO系统中的空间调光技术研究_2级_16,系统模型,可见光多用户MIMO系统中的空间调光技术研究_3级_20,信道模型,3
可见光多用户MIMO系统中的空间调光技术研究_2级_16,系统模型,可见光多用户MIMO系统中的空间调光技术研究_3级_21,接收端模型,3
可见光多用户MIMO系统中的空间调光技术研究_2级_17,模拟一空间协同的调光方案,可见光多用户MIMO系统中的空间调光技术研究_3级_22,JASD方案,3
可见光多用户MIMO系统中的空间调光技术研究_2级_17,模拟一空间协同的调光方案,可见光多用户MIMO系统中的空间调光技术研究_3级_23,最大化最小奇异值的发送天线选择算法,3
可见光多用户MIMO系统中的空间调光技术研究_2级_17,模拟一空间协同的调光方案,可见光多用户MIMO系统中的空间调光技术研究_3级_24,方案实现和复杂度分析,3
可见光多用户MIMO系统中的空间调光技术研究_2级_22,功率一模拟一空间协同的调光方案,可见光多用户MIMO系统中的空间调光技术研究_3级_25,JPASD方案,3
可见光多用户MIMO系统中的空间调光技术研究_2级_22,功率一模拟一空间协同的调光方案,可见光多用户MIMO系统中的空间调光技术研究_3级_26,用户信道状态自适应的功率分配算法,3
可见光多用户MIMO系统中的空间调光技术研究_2级_22,功率一模拟一空间协同的调光方案,可见光多用户MIMO系统中的空间调光技术研究_3级_27,方案实现与复杂度分析,3
