,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,总词频,加权得分
信度,0,0,0,0,0,5,3,0,8,1.45
量表,0,0,1,0,0,5,7,0,13,2.3
忠诚度,3,0,14,0,6,2,28,3,56,11.81875
认知需求,1,0,15,18,5,2,7,8,56,9.1125
变量测项数,0,0,0,0,0,0,1,0,1,0.18125
cronbach'sa,0,0,0,0,0,0,1,0,1,0.18125
变量,1,0,0,7,2,8,16,0,34,6.5874999999999995
spss,1,0,0,0,0,0,4,0,5,1.725
内部一致性,0,0,0,0,0,0,1,0,1,0.18125
lp,0,0,0,0,0,0,1,0,1,0.18125
on,0,0,1,0,0,0,1,0,2,0.30625
ly,0,0,0,0,0,0,1,0,1,0.18125
reliability,0,0,0,0,0,0,1,0,1,0.18125
可靠性分析,0,0,0,0,0,0,1,0,1,0.18125
信度分析,0,0,0,0,0,2,1,0,3,0.54375
信度分,0,0,1,0,0,2,1,0,4,0.66875
口碑营销,1,0,4,0,0,0,0,1,6,1.68125
诚度,0,0,9,1,3,1,2,4,20,3.0625
顾客,1,0,13,15,5,0,1,5,40,6.49375
口碑信息,2,0,10,12,3,1,0,5,33,6.38125
营销,0,0,1,3,0,0,0,0,4,0.5
费者,0,0,2,6,0,0,0,0,8,1.0
主动权,0,0,1,0,0,0,0,0,1,0.125
传播,1,0,1,1,0,0,0,0,3,1.25
社交网络,1,0,1,0,0,0,0,0,2,1.125
品牌忠诚度,0,0,1,2,0,0,0,0,3,0.375
回头客,1,0,1,0,1,0,0,0,3,1.30625
推销,1,0,1,0,0,0,0,0,2,1.125
媒介广告,1,0,1,0,0,0,0,0,2,1.125
口碑,6,0,23,32,25,4,15,8,113,22.299999999999997
消费者,2,0,1,4,0,1,0,1,9,2.9875
传播途径,1,0,1,0,0,0,0,0,2,1.125
信息,3,0,3,12,2,1,0,2,23,5.78125
网络,1,0,1,0,0,0,0,0,2,1.125
万能,0,0,1,0,0,0,0,0,1,0.125
宣传广告,1,0,1,0,0,0,0,0,2,1.125
媒介,1,0,1,0,0,0,0,0,2,1.125
互联网,1,0,1,0,0,0,0,1,3,1.30625
高科技,1,0,1,0,0,0,0,0,2,1.125
广告战,1,0,1,0,0,0,0,0,2,1.125
价格战,1,0,1,0,0,0,0,0,2,1.125
品牌形象,3,0,12,19,10,5,11,6,66,12.675
海底捞,0,0,0,0,5,0,0,0,5,0.90625
认知,2,0,6,9,10,1,12,14,54,10.58125
顾客忠诚,0,0,10,22,3,0,0,1,36,4.725
信息内容,0,0,0,2,2,0,0,2,6,0.975
牌形象,0,0,0,0,1,1,0,0,2,0.3625
形象,1,0,2,3,1,3,0,2,12,2.7125
顾客忠诚路径模型,0,0,0,0,1,0,0,1,2,0.3625
显寸,0,0,0,0,1,0,0,0,1,0.18125
信息传播者,0,0,0,5,1,0,0,0,6,0.80625
信息接收者,0,0,3,6,1,0,0,0,10,1.30625
传播情境,0,0,0,1,1,0,0,0,2,0.30625
低认知需求者,0,0,0,2,1,0,0,0,3,0.43125
认知反应,0,0,0,1,1,0,0,1,3,0.4875
质量,0,0,2,9,2,0,0,1,14,1.91875
西瓜,0,0,0,0,1,0,0,0,1,0.18125
婴儿床,0,0,0,0,1,0,0,0,1,0.18125
中介效应,1,0,4,0,2,0,1,3,11,2.5875
满意度,2,0,10,1,6,0,10,5,34,7.18125
顾客忠诚度,1,1,7,4,2,2,0,4,21,5.825
认知失调,0,0,0,0,0,0,0,2,2,0.3625
中介,1,0,0,0,0,0,0,2,3,1.3625
感知质量,0,0,5,7,5,0,0,2,19,2.76875
预期质量,0,0,5,2,3,0,0,2,12,1.78125
口碑信息搜寻,0,0,0,0,0,0,0,1,1,0.18125
失调感,0,0,0,0,0,0,0,1,1,0.18125
决策后失调,0,0,0,0,0,0,0,1,1,0.18125
服务信息,0,0,0,4,0,0,0,1,5,0.68125
客忠诚,0,0,0,0,0,0,0,1,1,0.18125
纯粹,0,0,0,0,0,0,0,1,1,0.18125
品牌,0,0,0,23,0,0,2,1,26,3.41875
顾客满意度,0,0,0,15,3,0,0,1,19,2.6
思考,0,0,0,0,1,0,0,1,2,0.3625
认知任务,0,0,0,1,1,0,0,1,3,0.4875
认知活动,0,0,0,4,1,0,0,1,6,0.8625
高认知需求,0,0,0,0,1,0,0,1,2,0.3625
低认知需求,0,0,0,2,1,0,0,1,4,0.6125
人际关系,0,0,0,0,0,0,0,1,1,0.18125
中介变量,0,0,2,0,1,0,6,0,9,1.51875
意度,0,0,0,14,5,2,1,0,22,3.2
我形象,0,0,0,1,0,0,0,0,1,0.125
物质因素,0,0,0,1,0,0,0,0,1,0.125
消费,0,0,0,4,0,0,0,0,4,0.5
习惯性行为,0,0,0,1,0,0,0,0,1,0.125
风险意识,0,0,0,1,0,0,0,0,1,0.125
物质,0,0,0,1,0,0,0,0,1,0.125
忠诚,0,0,0,3,0,1,0,0,4,0.55625
产品,0,0,0,12,0,0,2,0,14,1.8625
in,0,0,0,2,0,0,0,0,2,0.25
ri,0,0,0,1,0,0,0,0,1,0.125
复杂过程,0,0,0,1,0,0,0,0,1,0.125
态度,0,0,0,1,0,0,0,0,1,0.125
高认知需求者,0,0,0,4,0,0,0,0,4,0.5
属性,0,0,0,6,0,0,0,0,6,0.75
害羞,0,0,0,1,0,0,0,0,1,0.125
焦虑,0,0,0,1,0,0,0,0,1,0.125
寂寞感,0,0,0,1,0,0,0,0,1,0.125
社交性,0,0,0,1,0,0,0,0,1,0.125
社会焦虑,0,0,0,1,0,0,0,0,1,0.125
内外向性,0,0,0,1,0,0,0,0,1,0.125
死搬教条,0,0,0,1,0,0,0,0,1,0.125
自我效能,0,0,1,1,0,0,0,0,2,0.25
创造思考,0,0,1,1,0,0,0,0,2,0.25
创造倾向,0,0,1,1,0,0,0,0,2,0.25
男性化特质分数,0,0,1,1,0,0,0,0,2,0.25
性别角色量表,0,0,1,1,0,0,0,0,2,0.25
自尊,0,0,2,1,0,0,0,0,3,0.375
思维活动程度,0,0,1,1,0,0,0,0,2,0.25
信息性质,0,0,1,1,0,0,0,0,2,0.25
刺激,0,0,1,1,0,0,0,0,2,0.25
好奇心,0,0,1,1,0,0,0,0,2,0.25
能力测量,0,0,1,1,0,0,0,0,2,0.25
语文智力,0,0,1,1,0,0,0,0,2,0.25
认知方式,0,0,0,1,0,0,0,0,1,0.125
记忆,0,0,0,3,0,0,0,0,3,0.375
体能活动,0,0,0,1,0,0,0,0,1,0.125
人工作,0,0,0,1,0,0,0,0,1,0.125
电视,0,0,0,1,0,0,0,0,1,0.125
杂志媒体,0,0,0,1,0,0,0,0,1,0.125
报纸,0,0,0,1,0,0,0,0,1,0.125
吸引力,0,0,0,1,0,0,0,0,1,0.125
同化,0,0,0,1,0,0,0,0,1,0.125
背景信息,0,0,0,1,0,0,0,0,1,0.125
认知需,0,0,0,1,0,0,0,0,1,0.125
归因偏差,0,0,0,1,0,0,0,0,1,0.125
对等性,0,0,0,1,0,0,0,0,1,0.125
情境因素,0,0,0,1,0,0,0,0,1,0.125
信息线索,0,0,0,1,0,0,0,0,1,0.125
脑力,0,0,0,1,0,0,0,0,1,0.125
常规信息,0,0,0,1,0,0,0,0,1,0.125
信息资料,0,0,0,1,0,0,0,0,1,0.125
认知行为,0,0,0,1,0,0,0,1,2,0.30625
偏好,0,0,0,2,0,0,0,0,2,0.25
结果取向,0,0,0,1,0,0,0,0,1,0.125
过程取向,0,0,0,1,0,0,0,0,1,0.125
说服性信息,0,0,0,1,0,0,0,0,1,0.125
po,0,0,0,1,0,0,0,0,1,0.125
经验世界,0,0,0,1,0,0,0,0,1,0.125
认知动机,0,0,0,1,0,0,0,0,1,0.125
因子,0,0,0,0,0,2,5,0,7,1.26875
stestofsphericity,0,0,0,0,0,0,4,0,4,0.725
验证性因子,0,0,1,0,0,0,4,0,5,0.85
方差变异量,0,0,0,0,0,0,3,0,3,0.54375
因子负荷,0,0,0,0,0,1,3,0,4,0.725
kin,0,0,0,0,0,0,3,0,3,0.54375
meyer,0,0,0,0,0,0,3,0,3,0.54375
bar,0,0,0,0,0,2,3,0,5,0.90625
变量测量,0,0,0,0,0,0,3,0,3,0.54375
kmo,0,0,0,0,0,2,2,0,4,0.725
rotatedcomponentmatrix,0,0,0,0,0,0,2,0,2,0.3625
构念效度,0,0,0,0,0,1,2,0,3,0.54375
方差,0,0,0,0,0,1,2,0,3,0.54375
球体,0,0,0,0,0,0,2,0,2,0.3625
tt,0,0,0,0,0,2,2,0,4,0.725
因子分,0,0,0,0,0,1,2,0,3,0.54375
显著性概率,0,0,0,0,0,0,2,0,2,0.3625
卡方值,0,0,0,0,0,0,2,0,2,0.3625
sa,0,0,0,0,0,0,1,0,1,0.18125
as,0,0,0,0,0,0,1,0,1,0.18125
yer,0,0,0,0,0,0,1,0,1,0.18125
口碑认知,0,0,1,0,0,1,1,0,3,0.4875
公共因子,0,0,0,0,0,0,1,0,1,0.18125
tt球体,0,0,0,0,0,0,1,0,1,0.18125
nent,0,0,0,0,0,0,1,0,1,0.18125
com,0,0,0,0,0,0,1,0,1,0.18125
品牌形象因子,0,0,0,0,0,1,1,0,2,0.3625
因子旋转,0,0,0,0,0,1,1,0,2,0.3625
正交旋转,0,0,0,0,0,1,1,0,2,0.3625
主成分分,0,0,0,0,0,1,1,0,2,0.3625
oa,0,0,0,0,0,0,1,0,1,0.18125
自由度,0,0,0,0,0,0,1,0,1,0.18125
卡方检验,0,0,0,0,0,0,1,0,1,0.18125
bartlett球体,0,0,0,0,0,0,1,0,1,0.18125
测量,0,0,0,2,0,14,1,0,17,2.96875
建构效度,0,0,0,0,0,0,1,0,1,0.18125
内容效度,0,0,0,0,0,1,1,0,2,0.3625
效度,0,0,1,0,0,6,1,0,8,1.39375
品牌联想,0,0,0,12,0,0,0,0,12,1.5
联想,0,0,0,8,0,0,1,0,9,1.18125
biel模型,0,0,0,4,0,0,0,0,4,0.5
软性,0,0,0,3,0,0,0,0,3,0.375
硬性,0,0,0,3,0,0,0,0,3,0.375
产品特性,0,0,0,3,0,0,0,0,3,0.375
服务,0,0,1,7,0,1,1,0,10,1.3625
利益联想,0,0,0,3,0,0,0,0,3,0.375
联想数量,0,0,0,3,0,0,0,0,3,0.375
态度联想,0,0,0,2,0,0,0,0,2,0.25
产品特性联想,0,0,0,2,0,0,0,0,2,0.25
间接经验,0,0,0,2,0,0,0,0,2,0.25
资产,0,0,0,2,0,0,0,0,2,0.25
品牌权益,0,0,0,2,0,0,0,0,2,0.25
keller模型,0,0,0,2,0,0,0,0,2,0.25
krishnan模型,0,0,0,2,0,0,0,0,2,0.25
aaker模型,0,0,0,2,0,0,0,0,2,0.25
个性,0,0,1,1,0,0,0,0,2,0.25
生活形态,0,0,0,1,0,0,0,0,1,0.125
价值观,0,0,0,1,0,0,0,0,1,0.125
人口统计特征,0,0,0,1,0,0,0,0,1,0.125
信赖感,0,0,0,1,0,0,0,0,1,0.125
服务形象,0,0,0,1,0,0,2,0,3,0.4875
使用者形象,0,0,0,1,0,0,2,0,3,0.4875
公司形象,0,0,0,1,0,0,2,0,3,0.4875
情感利益,0,0,0,1,0,0,0,0,1,0.125
功能性属性,0,0,0,1,0,0,0,0,1,0.125
服务功能,0,0,0,1,0,0,0,0,1,0.125
象征性利益,0,0,0,1,0,0,0,0,1,0.125
功能性利益,0,0,0,1,0,0,0,0,1,0.125
体验性利益,0,0,0,1,0,0,0,0,1,0.125
个人价值,0,0,0,1,0,0,0,0,1,0.125
行为模型,0,0,0,1,0,0,0,0,1,0.125
绩效指标,0,0,0,2,0,0,0,0,2,0.25
品牌营销,0,0,0,1,0,0,0,0,1,0.125
品牌战略,0,0,0,1,0,0,0,0,1,0.125
品牌感知,0,0,0,1,0,0,0,0,1,0.125
品牌知晓度,0,0,0,1,0,0,0,0,1,0.125
品牌知识,0,0,0,1,0,0,0,0,1,0.125
eller,0,0,0,1,0,0,0,0,1,0.125
干扰,0,0,0,1,0,0,0,0,1,0.125
新品牌,0,0,0,1,0,0,0,0,1,0.125
品牌记忆,0,0,0,1,0,0,0,0,1,0.125
联想网络模型,0,0,0,1,0,0,0,0,1,0.125
测量理论,0,0,0,1,0,0,0,0,1,0.125
联想网络,0,0,0,1,0,0,0,0,1,0.125
延伸,0,0,0,1,0,0,0,0,1,0.125
内容,0,0,0,2,0,0,0,0,2,0.25
品牌资产,0,0,0,1,0,0,0,0,1,0.125
知晓度,0,0,0,1,0,0,0,0,1,0.125
品牌权益模型,0,0,0,1,0,0,0,0,1,0.125
基本信息,0,0,0,0,0,3,0,0,3,0.54375
问卷结,0,0,0,0,0,1,0,0,1,0.18125
自变量,0,0,0,0,0,4,9,0,13,2.3562499999999997
因变量,0,0,0,0,0,3,6,0,9,1.6312499999999999
correlation,0,0,0,0,0,0,4,0,4,0.725
回归分析,1,0,3,0,0,5,3,0,12,2.825
回归方程,0,0,0,0,0,0,2,0,2,0.3625
预测变量,0,0,0,0,0,0,1,0,1,0.18125
模型,0,0,0,0,0,0,1,0,1,0.18125
中介变暈,0,0,0,0,0,0,1,0,1,0.18125
pvo,0,0,0,0,0,0,1,0,1,0.18125
标准差,0,0,0,0,0,1,1,0,2,0.3625
问卷,0,0,3,0,0,2,0,0,5,0.7375
问卷调研,0,0,3,0,0,0,0,0,3,0.375
数据分析,0,0,2,0,0,2,0,0,4,0.6125
预调研,0,0,2,0,0,1,0,0,3,0.43125
spss20,0,0,2,0,0,2,0,0,4,0.6125
文献研读,0,0,2,0,0,0,0,0,2,0.25
统计分析,0,0,2,0,0,0,0,0,2,0.25
统计软件,0,0,1,0,0,0,0,0,1,0.125
样本,0,0,1,0,0,1,1,0,3,0.4875
数据统计,0,0,1,0,0,0,0,0,1,0.125
样本收集,0,0,1,0,0,0,0,0,1,0.125
问卷设计,0,0,1,0,0,1,0,0,2,0.30625
聚合效度,0,0,1,0,0,0,0,0,1,0.125
离散效度,0,0,1,0,0,0,0,0,1,0.125
系数,0,0,1,0,0,0,0,0,1,0.125
ch,0,0,1,0,0,0,0,0,1,0.125
信度效度分析,0,0,1,0,0,0,0,0,1,0.125
描述性统计,0,0,1,0,0,2,3,0,6,1.03125
正式样本数据,0,0,1,0,0,0,0,0,1,0.125
小样本,0,0,1,0,0,0,0,0,1,0.125
回收问卷数据,0,0,1,0,0,0,0,0,1,0.125
问卷调査,0,0,1,0,0,0,0,0,1,0.125
数据分析工,1,0,1,0,0,0,0,0,2,1.125
amos,0,0,1,0,0,0,0,0,1,0.125
随机,0,0,1,0,0,1,0,0,2,0.30625
调査样本,0,0,1,0,0,0,0,0,1,0.125
手机行业,1,0,1,0,0,0,0,0,2,1.125
