dissertation,name,this_url,language,word_frequency
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,d2d通信,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_1,中文,4
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,d2d技术,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_2,中文,3
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,通信流程,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_3,中文,2
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,组网,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_4,中文,2
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,d2d终端,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_5,中文,2
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,接入,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_6,中文,2
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,通用处理器,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_7,中文,2
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,d2d实验验证平台,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_8,中文,2
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,操作系统,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_9,中文,2
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,gpp,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_10,中文,2
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,蜂窝网络,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_11,中文,2
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,终端,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_12,中文,2
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,基站,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_13,中文,2
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,系统架构,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_14,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,软件模块性能,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_15,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,操作系统环境,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_16,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,流水线处理,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_17,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,simd,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_18,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,系统,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_19,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,并行度,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_20,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,数据接收,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_21,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,发送调度,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_22,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,处理时间,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_23,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,实时性,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_24,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,服务器,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_25,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,lte,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_26,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,物理层,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_27,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,协议层,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_28,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,ip数据业务,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_29,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,可视化,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_30,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,系统状态,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_31,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,实时监控,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_32,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,业务,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_33,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,传输能力,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_34,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,自主组网,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_35,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,继路山,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_36,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,lte/d2d异构网络,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_37,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,lte蜂窝网络,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_38,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,无干扰,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_39,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,广播信息,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_40,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,干扰,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_41,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,蜂窝系统,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_42,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,频谱资源,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_43,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,移动通信,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_44,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,d2d通信流程,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_45,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,sdr,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_46,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,d2d功能,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_47,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,实时处理,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_48,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,无线通信技术,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_49,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,标准,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_50,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,技术,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_51,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,移动互联网,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_52,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,本地业务,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_53,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,移动通信技术,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_54,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,终端直通,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_55,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,devicetodevice,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_56,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,复用蜂窝通信,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_57,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,处理能力,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_58,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,直接通信,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_59,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,速率,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_60,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,功耗,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_61,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,短距离传输,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_62,中文,1
基于SDR的D2D验证平台系统架构与实时处理保障技术.txt,基站负载,基于SDR的D2D验证平台系统架构与实时处理保障技术.txt_摘要_63,中文,1
