dissertation,name,this_url,language
认知车联网中的毫米波频谱感知算法研究,车联网,认知车联网中的毫米波频谱感知算法研究_关键词_1,中文
认知车联网中的毫米波频谱感知算法研究,认知无线电,认知车联网中的毫米波频谱感知算法研究_关键词_2,中文
认知车联网中的毫米波频谱感知算法研究,毫米波,认知车联网中的毫米波频谱感知算法研究_关键词_3,中文
认知车联网中的毫米波频谱感知算法研究,频谱感知,认知车联网中的毫米波频谱感知算法研究_关键词_4,中文
认知车联网中的毫米波频谱感知算法研究,移动性,认知车联网中的毫米波频谱感知算法研究_关键词_5,中文
认知车联网中的毫米波频谱感知算法研究,vehicular networks,认知车联网中的毫米波频谱感知算法研究_keyword_6,英文
认知车联网中的毫米波频谱感知算法研究,cognitive radio,认知车联网中的毫米波频谱感知算法研究_keyword_7,英文
认知车联网中的毫米波频谱感知算法研究,millimeter wave,认知车联网中的毫米波频谱感知算法研究_keyword_8,英文
认知车联网中的毫米波频谱感知算法研究,spectrum sensing,认知车联网中的毫米波频谱感知算法研究_keyword_9,英文
认知车联网中的毫米波频谱感知算法研究,mobility,认知车联网中的毫米波频谱感知算法研究_keyword_10,英文
