,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
位置,2,0,8,15,2,0,2,29,5.841666666666667
定位,0,0,15,15,5,1,0,36,5.2
无线定位技术,1,0,10,0,0,0,2,13,2.7333333333333334
定位服务,0,0,4,1,0,0,0,5,0.625
服务,0,0,3,1,0,0,0,4,0.5
定位能力,0,0,3,3,0,0,0,6,0.75
无线定位能力,0,0,2,0,0,0,0,2,0.25
位置服务,0,0,2,1,0,0,0,3,0.375
定位技术,3,0,14,7,0,0,4,28,6.591666666666667
分系统,0,0,1,0,0,0,0,1,0.125
跟踪,0,0,1,0,0,0,0,1,0.125
位置估计,0,0,1,0,0,0,0,1,0.125
信号检测,0,0,1,0,0,0,0,1,0.125
传感器网络,0,0,1,0,0,0,0,1,0.125
802,0,0,1,0,0,0,0,1,0.125
物理层,0,0,1,0,0,0,0,1,0.125
bpieee,0,0,1,0,0,0,0,1,0.125
zigbee,0,0,1,0,0,0,0,1,0.125
电气电子工程师,0,0,1,0,0,0,0,1,0.125
electricalandelectronics,0,0,1,0,0,0,0,1,0.125
locationservice,0,0,1,0,0,0,0,1,0.125
合作伙伴,0,0,1,0,0,0,0,1,0.125
generation,0,0,1,0,0,0,0,1,0.125
3gpp,0,0,3,6,0,0,1,10,1.3666666666666667
商用通信系统,0,0,1,0,0,0,0,1,0.125
globalpositioningsystems,0,0,1,0,0,0,0,1,0.125
全球卫星定位系统,0,0,1,0,0,0,0,1,0.125
定位系统,0,0,2,7,0,0,1,10,1.3666666666666667
地下室,0,0,1,0,0,0,0,1,0.125
误差,0,0,2,1,5,17,0,25,5.691666666666666
终端,0,0,5,3,0,0,0,8,1.0
海量机器间通信,0,0,1,0,0,0,0,1,0.125
massivemachine-typecommunication,0,0,1,0,0,0,0,1,0.125
mmtc,0,0,1,0,0,0,0,1,0.125
低延迟,0,0,1,0,0,0,0,1,0.125
lowlatencycommunication,0,0,1,0,0,0,0,1,0.125
lia,0,0,1,0,0,0,0,1,0.125
urllc,0,0,1,0,0,0,0,1,0.125
lot,0,0,1,0,0,0,0,1,0.125
internetofthings,0,0,1,0,0,0,0,1,0.125
物联网,0,0,1,0,0,0,0,1,0.125
vehicletox,0,0,1,0,0,0,0,1,0.125
车联网,0,0,1,0,0,0,0,1,0.125
移动宽带,0,0,1,0,0,0,0,1,0.125
dmobilebroadband,0,0,1,0,0,0,0,1,0.125
enliance,0,0,1,0,0,0,0,1,0.125
embb,0,0,1,0,0,0,0,1,0.125
增强现实,0,0,1,0,0,0,0,1,0.125
augmentedreality,0,0,1,0,0,0,0,1,0.125
虚拟现实,0,0,1,0,0,0,0,1,0.125
virtualreality,0,0,1,0,0,0,0,1,0.125
vr,0,0,1,0,0,0,0,1,0.125
第五代通信,0,0,1,0,0,0,0,1,0.125
移动通信,0,0,1,0,0,0,0,1,0.125
inemationalmobiletelecommunications,0,0,1,0,0,0,0,1,0.125
无线电通信,0,0,1,0,0,0,0,1,0.125
电信联,0,0,1,0,0,0,0,1,0.125
radiocommunications,0,0,1,0,0,0,0,1,0.125
telecommunication,0,0,1,0,0,0,0,1,0.125
itu,0,0,1,0,0,0,0,1,0.125
用户,0,0,2,6,0,2,0,10,1.4833333333333334
调用量,0,0,1,0,0,0,0,1,0.125
地图,0,0,1,0,0,0,0,1,0.125
导航,0,0,2,0,0,0,0,2,0.25
社交网络,0,0,1,0,0,0,0,1,0.125
天气预报,0,0,1,0,0,0,0,1,0.125
急救服务,0,0,1,0,0,0,0,1,0.125
lbs,0,0,1,0,0,0,0,1,0.125
locationbasedservice,0,0,1,0,0,0,0,1,0.125
移动互联网时代,0,0,1,0,0,0,0,1,0.125
非目标节点,0,0,6,0,0,0,0,6,0.75
信号源,0,0,6,0,0,0,0,6,0.75
卫星星座,1,0,4,2,0,0,0,7,1.75
测距,1,0,6,2,0,2,2,13,2.966666666666667
目标节点,0,0,4,5,0,0,0,9,1.125
传感器,0,0,6,0,0,0,0,6,0.75
网络,0,0,6,7,0,1,0,14,1.8666666666666667
目标终端,0,0,3,1,0,0,0,4,0.5
无线信号,0,0,3,0,0,0,0,3,0.375
卫星,0,0,13,0,0,0,0,13,1.625
无线覆盖,0,0,2,0,0,0,0,2,0.25
连接性,0,0,2,0,0,0,0,2,0.25
位置指纹,3,0,9,9,8,0,1,30,7.425
接收机,0,0,6,10,12,2,1,31,5.625
发射机,0,0,2,6,2,0,1,11,1.725
北斗卫星导航系统,0,0,1,0,0,0,0,1,0.125
gps,0,0,7,0,0,0,0,7,0.875
beacon,0,0,1,0,0,0,0,1,0.125
信标,0,0,1,3,0,0,0,4,0.5
无线信号源,0,0,1,0,0,0,0,1,0.125
zigbee网络,0,0,1,0,0,0,0,1,0.125
自组织网络,0,0,1,0,0,0,0,1,0.125
蜂窝网络,1,0,5,0,0,0,0,6,1.625
无线局域网,0,0,1,0,0,0,0,1,0.125
tw,0,0,1,0,0,0,0,1,0.125
calare,0,0,1,0,0,0,0,1,0.125
wireless,0,0,1,0,0,0,0,1,0.125
wlan,1,0,3,1,0,0,0,5,1.5
通信网络,0,0,1,0,0,0,0,1,0.125
信道,0,0,1,2,0,9,0,12,2.55
信号覆盖,0,0,1,0,0,0,0,1,0.125
发射功率,0,0,1,0,0,0,0,1,0.125
秘密,0,0,1,0,0,0,0,1,0.125
无线电静默,0,0,1,0,0,0,0,1,0.125
跳数,0,0,1,0,0,0,0,1,0.125
距离信息,0,0,1,0,0,0,0,1,0.125
目标位置信息,0,0,1,0,0,0,0,1,0.125
数据库,0,0,2,11,0,0,0,13,1.625
ignals,0,0,1,0,0,0,0,1,0.125
信号功率,0,0,1,0,0,1,0,2,0.3666666666666667
信号,0,0,5,9,0,11,1,26,4.65
multilateration,0,0,1,0,0,0,0,1,0.125
多点定位,0,0,1,0,0,0,0,1,0.125
trilateration,0,0,1,0,0,0,0,1,0.125
三角定位,0,0,1,0,0,0,0,1,0.125
几何学,0,0,1,0,0,0,0,1,0.125
信号特征,0,0,1,0,0,0,0,1,0.125
rival,0,0,1,0,0,0,0,1,0.125
ion,0,0,1,0,0,0,0,1,0.125
di,0,0,1,0,1,0,0,2,0.3666666666666667
到达方位,0,0,1,0,0,0,0,1,0.125
arri,0,0,1,0,0,0,0,1,0.125
angle,0,0,1,0,0,0,0,1,0.125
到达角,0,0,1,0,0,0,0,1,0.125
tdoa,0,0,3,4,2,0,0,9,1.3583333333333334
arrival,0,0,1,1,0,0,0,2,0.25
timedifference,0,0,1,0,1,0,0,2,0.3666666666666667
到达时间差,2,0,1,1,0,0,0,4,2.25
timeofarrival,0,0,1,0,0,0,0,1,0.125
到达时间,0,0,1,0,5,0,0,6,1.3333333333333333
network,0,0,1,0,0,0,0,1,0.125
satelliteconstellation,0,0,1,0,0,0,0,1,0.125
有源模式,0,0,1,0,0,0,0,1,0.125
multilateral,0,0,1,0,0,0,0,1,0.125
多边方,0,0,1,0,0,0,0,1,0.125
无源模式,0,0,1,0,0,0,0,1,0.125
unilateral,0,0,1,0,0,0,0,1,0.125
单边,0,0,1,2,0,0,0,3,0.375
接收,0,0,1,1,0,2,0,4,0.7333333333333334
发射,0,0,1,1,0,2,0,4,0.7333333333333334
connectivity,0,0,1,0,0,0,0,1,0.125
fingerprint,0,0,1,0,0,0,0,1,0.125
ranging,0,0,1,0,0,0,0,1,0.125
精度,2,0,8,7,2,24,2,45,10.641666666666666
无线定位,0,0,1,1,0,0,0,2,0.25
无线通信系统,0,0,1,0,0,0,0,1,0.125
定位报,0,0,1,0,0,0,0,1,0.125
节点,0,0,1,4,0,0,0,5,0.625
专用设备,0,0,1,0,0,0,0,1,0.125
通信设备,0,0,1,0,0,0,0,1,0.125
无线传感器网络,0,0,1,0,0,0,0,1,0.125
速度,0,0,3,2,0,0,0,5,0.625
导出量,0,0,1,0,1,0,0,2,0.3666666666666667
角度,0,0,1,0,0,0,0,1,0.125
距离,0,0,1,7,4,1,0,13,2.208333333333333
信息,0,0,2,4,0,1,0,7,0.9916666666666667
地址,0,0,1,0,0,0,0,1,0.125
坐标,0,0,1,4,4,0,0,9,1.5916666666666668
经纬度,0,0,1,0,0,0,0,1,0.125
位置信息,0,0,1,12,0,0,0,13,1.625
监测站,0,0,4,0,0,0,0,4,0.5
导航信号,0,0,3,0,0,0,0,3,0.375
主控站,0,0,3,0,0,0,0,3,0.375
载波频率,0,0,2,0,0,1,0,3,0.4916666666666667
速率,0,0,2,0,0,0,0,2,0.25
c/a,0,0,2,0,0,0,0,2,0.25
gps接收机,0,0,2,0,0,0,0,2,0.25
轨道,0,0,2,0,0,0,0,2,0.25
数据注入站,0,0,2,0,0,0,0,2,0.25
轨道平面,0,0,2,0,0,0,0,2,0.25
用户段,0,0,2,0,0,0,0,2,0.25
控制段,0,0,2,0,0,0,0,2,0.25
空间段,0,0,2,0,0,0,0,2,0.25
gps系统,0,0,2,1,0,0,0,3,0.375
定位精度,0,0,3,0,3,1,0,7,1.3416666666666668
救生,0,0,1,0,0,0,0,1,0.125
电离层校准,0,0,1,0,0,0,0,1,0.125
p/y编码,0,0,1,0,0,0,0,1,0.125
l2载波,0,0,1,0,0,0,0,1,0.125
载波,0,0,1,0,0,1,0,2,0.3666666666666667
ghz,0,0,1,0,0,0,0,1,0.125
码片,0,0,1,0,0,0,0,1,0.125
p/y码,0,0,1,0,0,0,0,1,0.125
c/a码,0,0,1,0,0,0,0,1,0.125
加密编码,0,0,1,0,0,0,0,1,0.125
公开编码,0,0,1,0,0,0,0,1,0.125
encryptedprecision,0,0,1,0,0,0,0,1,0.125
p/y,0,0,1,0,0,0,0,1,0.125
acquisition,0,0,1,0,0,0,0,1,0.125
coarse,0,0,1,0,0,0,0,1,0.125
gold伪随机码,0,0,1,0,0,0,0,1,0.125
导航报文,0,0,1,0,0,0,0,1,0.125
健康,0,0,1,0,0,0,0,1,0.125
内部时钟状态,0,0,1,0,0,0,0,1,0.125
卫星位,0,0,1,0,0,0,0,1,0.125
多址,0,0,1,0,0,0,0,1,0.125
码分多址,0,0,1,0,0,0,0,1,0.125
multipleaccess,0,0,1,0,0,0,0,1,0.125
codedivision,0,0,1,0,0,0,0,1,0.125
cdma,0,0,1,0,0,0,0,1,0.125
扩频调制,0,0,1,0,0,0,0,1,0.125
gps卫星,0,0,1,0,0,0,0,1,0.125
通道,0,0,1,0,0,0,0,1,0.125
卫星数量,0,0,1,0,0,0,0,1,0.125
通道数,0,0,1,0,0,0,0,1,0.125
高精度时钟,0,0,1,0,0,0,0,1,0.125
处理器,0,0,1,0,0,0,0,1,0.125
天线,0,0,1,1,0,1,0,3,0.4916666666666667
军用,0,0,1,0,0,0,0,1,0.125
卫星漂移,0,0,1,0,0,0,0,1,0.125
卫星漂移现象,0,0,1,0,0,0,0,1,0.125
飞行路径,0,0,1,0,0,0,0,1,0.125
星历,0,0,1,0,0,0,0,1,0.125
轨道模型,0,0,1,0,0,0,0,1,0.125
原子钟,0,0,1,0,0,0,0,1,0.125
同步卫星,0,0,1,0,0,0,0,1,0.125
地面监控系统,0,0,1,0,0,0,0,1,0.125
空军基,0,0,1,0,0,0,0,1,0.125
测量量,0,0,1,1,0,0,0,2,0.25
gps星座,0,0,1,0,0,0,0,1,0.125
轨道平面交角,0,0,1,0,0,0,0,1,0.125
中距离圆形轨道,0,0,1,0,0,0,0,1,0.125
轨道半径,0,0,1,0,0,0,0,1,0.125
备份卫星,0,0,1,0,0,0,0,1,0.125
工作卫星,0,0,1,0,0,0,0,1,0.125
人造卫星,0,0,1,0,0,0,0,1,0.125
用户设备,0,0,1,0,0,0,0,1,0.125
usersegment,0,0,1,0,0,0,0,1,0.125
地面监控,0,0,1,0,0,0,0,1,0.125
controlsegment,0,0,1,0,0,0,0,1,0.125
空间星座,0,0,1,0,0,0,0,1,0.125
spacesegment,0,0,1,0,0,0,0,1,0.125
卫星峡谷,0,0,1,1,0,0,0,2,0.25
多径衰落,0,0,1,0,0,1,0,2,0.3666666666666667
功耗,0,0,1,0,0,0,0,1,0.125
厘米级,0,0,1,0,0,0,0,1,0.125
realtimekinematic,0,0,1,0,0,0,0,1,0.125
实时动态技术,0,0,1,0,0,0,0,1,0.125
增强系统,0,0,1,0,0,0,0,1,0.125
双频接收,0,0,1,0,0,0,0,1,0.125
授时,0,0,1,0,0,0,0,1,0.125
半径,0,0,1,0,0,0,0,1,0.125
智能手机,0,0,6,0,0,0,0,6,0.75
地面链路,0,0,1,0,0,0,0,1,0.125
卫星-,0,0,1,0,0,0,0,1,0.125
无线链路,0,0,1,0,0,0,0,1,0.125
本地缓存,0,0,2,0,0,0,0,2,0.25
wi-fi热点,0,0,2,1,0,0,0,3,0.375
本地数据库,0,0,2,0,0,0,0,2,0.25
gnss,0,0,3,2,0,1,0,6,0.8666666666666667
惯性导航,0,0,2,0,0,0,0,2,0.25
动态位置,0,0,1,0,0,0,0,1,0.125
长期,0,0,1,0,0,0,0,1,0.125
累积误差,0,0,1,0,0,0,0,1,0.125
初始位置,0,0,1,0,0,0,0,1,0.125
角速度,0,0,1,0,0,0,0,1,0.125
加速度,0,0,1,0,0,0,0,1,0.125
惯性导航功能,0,0,1,0,0,0,0,1,0.125
机身,0,0,1,0,0,0,0,1,0.125
