,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,总词频,加权得分
硬件木马,8,1,72,0,1,0,132,9,223,44.7375
集成电路,0,0,29,11,16,0,16,1,73,10.98125
密码算法,7,0,40,11,10,8,2,4,82,17.725
密钥,4,0,46,24,34,75,0,4,187,33.23125
旁路分析,3,0,19,0,1,2,11,0,36,7.9125
信息安全,1,0,13,0,2,0,0,0,16,2.9875
智能硬件,2,0,10,0,0,0,1,0,13,3.43125
信息,6,0,21,1,5,11,6,5,55,13.64375
旁路泄露,0,0,7,1,0,0,0,0,8,1.0
密码集成电路,15,0,46,23,21,3,12,9,129,31.78125
电磁信息安全,0,0,9,0,0,0,0,0,9,1.125
密码分析,1,0,5,0,0,0,0,0,6,1.625
数据,0,0,6,8,6,1,8,0,29,4.46875
暴力分析,0,0,4,0,0,0,0,0,4,0.5
保密通信,0,0,4,0,0,0,0,0,4,0.5
电磁发射,0,0,16,18,17,1,13,2,67,10.23125
网络通信,0,0,4,0,0,0,0,0,4,0.5
有效载荷,0,0,3,0,0,0,9,0,12,2.0062499999999996
供应链,0,0,3,0,0,0,0,0,3,0.375
电磁分析,4,0,20,17,5,28,0,2,76,14.96875
密码设备,0,0,3,3,9,0,0,0,15,2.3812499999999996
数学分析,0,0,3,0,0,0,0,0,3,0.375
数学理论,0,0,3,0,0,0,0,0,3,0.375
信源,0,0,3,0,0,0,0,0,3,0.375
密码技术,0,0,3,0,0,0,0,0,3,0.375
加密,0,0,4,5,10,0,2,0,21,3.3
网络空间安全,0,0,3,0,0,0,0,0,3,0.375
恶意攻击,0,0,3,0,0,0,0,0,3,0.375
云端,0,0,3,0,0,0,0,0,3,0.375
硬件终端,0,0,3,0,0,0,0,0,3,0.375
万物互联,1,0,4,0,0,0,0,0,5,1.5
触发木马,0,0,2,0,0,0,1,0,3,0.43125
集成电路芯片,0,0,3,0,6,0,1,0,10,1.64375
芯片,0,0,2,1,9,0,1,0,13,2.1875
触发概率,2,0,4,0,0,0,0,1,7,2.68125
密钥口,0,0,2,0,0,0,0,0,2,0.25
敏感信息,0,0,5,0,0,0,9,0,14,2.2562499999999996
物理特性,0,0,2,0,0,0,2,0,4,0.6125
安全性,0,0,2,1,0,0,0,0,3,0.375
柯克霍夫准则,0,0,2,0,0,0,0,0,2,0.25
明文信息,0,0,2,0,0,0,0,0,2,0.25
密文,0,0,2,4,6,0,0,0,12,1.8375
普通信道,0,0,2,0,0,0,0,0,2,0.25
传输,0,0,2,0,0,0,0,0,2,0.25
解密器,0,0,2,0,0,0,0,0,2,0.25
加密器,0,0,2,0,0,0,0,0,2,0.25
信宿,0,0,2,0,0,0,0,0,2,0.25
密码,0,0,3,0,0,0,0,0,3,0.375
数学,0,0,2,2,0,0,0,0,4,0.5
密码学,0,0,4,0,0,0,0,0,4,0.5
信息化,0,0,3,0,0,0,0,0,3,0.375
硬件安全,0,0,2,0,1,0,0,0,3,0.43125
保护,0,0,2,0,0,0,0,0,2,0.25
数据信息,0,0,2,0,0,0,0,0,2,0.25
数据信息泄露,0,0,2,0,0,0,0,0,2,0.25
基础设施建设,0,0,2,0,0,0,0,0,2,0.25
军事,0,0,2,0,0,0,0,0,2,0.25
秘密信息,1,0,2,1,0,0,0,0,4,1.375
声音,0,0,2,0,0,0,1,0,3,0.43125
功耗,0,0,3,1,0,0,3,0,7,1.04375
网络,0,0,2,0,0,0,1,0,3,0.43125
医疗,0,0,2,0,0,0,0,0,2,0.25
交通,0,0,4,0,0,0,0,0,4,0.5
安全战略,0,0,1,0,0,0,0,0,1,0.125
网络空间安全体系,0,0,1,0,0,0,0,0,1,0.125
国家安全,0,0,1,0,0,0,0,0,1,0.125
安全防护,0,0,1,0,0,0,0,0,1,0.125
密钥恢复,1,0,4,0,0,8,0,2,15,3.3125
电磁安全,0,0,1,0,0,0,0,0,1,0.125
缺陷检测,0,0,1,0,0,0,0,0,1,0.125
电磁威胁,0,0,1,0,0,0,0,0,1,0.125
智能硬件设备,1,0,1,0,0,0,0,0,2,1.125
智能电子设备,0,0,1,0,0,0,0,0,1,0.125
电磁旁路分,0,0,3,0,0,2,0,0,5,0.7375
特性,0,0,1,0,1,0,0,0,2,0.30625
人身安全,0,0,1,0,0,0,0,0,1,0.125
内部,0,0,1,0,0,0,0,0,1,0.125
检测,0,0,3,0,1,0,2,0,6,0.91875
硬件木马电路,0,0,4,0,0,0,18,2,24,4.125
威胁性,0,0,1,0,0,0,0,0,1,0.125
破坏性,0,0,1,0,0,0,2,0,3,0.4875
软件木马,0,0,1,0,0,0,0,0,1,0.125
木马检测,0,0,2,1,0,0,5,1,9,1.4625
高集成度电路,0,0,1,0,0,0,0,0,1,0.125
关键尺寸,0,0,1,0,0,0,0,0,1,0.125
纳米级,0,0,1,0,1,0,0,0,2,0.30625
导体技术,0,0,1,0,0,0,0,0,1,0.125
底层硬件,0,0,1,0,0,0,0,0,1,0.125
插入位置,0,0,1,0,0,0,0,0,1,0.125
负载机制,0,0,1,0,0,0,0,0,1,0.125
触发,0,0,1,0,0,0,4,0,5,0.85
抽象级别,0,0,1,0,0,0,0,0,1,0.125
插入阶段,0,0,1,0,0,0,0,0,1,0.125
传感电路,0,0,1,0,0,0,0,0,1,0.125
可靠性,0,0,1,0,0,0,0,0,1,0.125
老化,0,0,1,0,0,0,0,0,1,0.125
芯片性能,0,0,1,0,0,0,0,0,1,0.125
远程控制,0,0,1,0,0,0,0,0,1,0.125
硬件后门,0,0,1,0,0,0,0,0,1,0.125
隐蔽信道,0,0,1,0,0,0,0,0,1,0.125
服务,0,0,1,0,0,0,0,0,1,0.125
功能,0,0,1,0,0,0,1,0,2,0.30625
缺陷,0,0,1,0,0,0,0,0,1,0.125
硬件威胁,0,0,1,0,0,0,0,0,1,0.125
封装,0,0,1,0,0,0,1,0,2,0.30625
代加工工厂,0,0,1,0,0,0,0,0,1,0.125
物理布局,0,0,1,0,0,0,0,0,1,0.125
eda工具,0,0,1,0,0,0,0,0,1,0.125
设计组件,0,0,1,0,0,0,0,0,1,0.125
intellectualproperty,0,0,1,0,0,0,0,0,1,0.125
ip,0,0,1,0,0,0,0,0,1,0.125
内部设计,0,0,1,0,0,0,0,0,1,0.125
组件,0,0,1,0,0,0,0,0,1,0.125
寄存器传输级,0,0,1,0,0,0,0,0,1,0.125
集成电路供应链,0,0,1,0,0,0,0,0,1,0.125
恶意电路,0,0,1,0,0,0,2,0,3,0.4875
分布式协作,0,0,1,0,0,0,0,0,1,0.125
半导体工艺,0,0,1,0,1,0,0,0,2,0.30625
制造过程,0,0,1,0,0,0,0,0,1,0.125
功能模块,0,0,1,0,0,0,0,0,1,0.125
片上系统,0,0,1,0,0,0,0,0,1,0.125
逻辑门,0,0,1,3,7,0,9,0,20,3.4
集成电路产业,0,0,1,0,0,0,0,0,1,0.125
物理安全,0,0,1,0,0,0,0,0,1,0.125
制造装配阶段,0,0,1,0,0,0,0,0,1,0.125
电磁信号,0,0,3,1,4,0,3,0,11,1.76875
目标密码设备,0,0,1,0,0,0,0,0,1,0.125
