,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
gso地球站,0,0,0,23,29,18,3,73,14.958333333333334
波束,0,0,0,19,28,1,2,50,9.866666666666667
ngso卫星,1,0,10,35,34,8,3,91,17.5
参数,0,0,2,5,10,7,1,25,5.225
gso地球站接收机,0,0,0,0,4,0,0,4,0.9666666666666667
干扰,2,0,8,34,13,12,5,74,14.5
ngso卫星波束,0,0,0,0,5,0,2,7,1.6916666666666667
接收增益,0,0,0,1,6,2,0,9,2.0583333333333336
gso卫星,1,0,6,24,13,31,0,75,15.383333333333333
载波,0,0,0,0,2,0,0,2,0.48333333333333334
天线,0,0,0,15,14,9,0,38,7.433333333333334
发射功率,0,0,1,3,3,3,0,10,1.95
地球站,1,0,4,22,27,36,4,94,20.441666666666666
卫星,1,0,14,20,9,10,0,54,9.841666666666667
下行链路,0,0,0,1,2,0,1,4,0.85
gso系统,0,0,20,19,6,8,8,61,10.191666666666666
噪声功率,0,0,0,1,1,1,0,3,0.6083333333333334
集总干扰功率,0,0,0,1,1,1,0,3,0.6083333333333334
波束干扰功率,0,0,0,1,1,0,0,2,0.3666666666666667
z闪计算,0,0,0,0,1,0,0,1,0.24166666666666667
干扰功率,0,0,0,6,1,1,0,8,1.2333333333333334
lpq,0,0,0,0,1,0,0,1,0.24166666666666667
自由空间路径损耗,0,0,0,2,1,1,0,4,0.7333333333333334
接收载波功率,0,0,0,0,1,0,0,1,0.24166666666666667
同频带宽,0,0,0,1,1,1,0,3,0.6083333333333334
分贝值,0,0,0,1,1,1,0,3,0.6083333333333334
玻尔兹曼常数,0,0,0,1,1,1,0,3,0.6083333333333334
噪声温度,0,0,0,1,2,2,0,5,1.0916666666666668
接收机,0,0,0,16,1,6,0,23,3.6916666666666664
中心频率,0,0,0,1,1,1,0,3,0.6083333333333334
链路长度,0,0,0,1,1,2,0,4,0.85
路径损耗,0,0,0,0,1,1,0,2,0.48333333333333334
自由空间,0,0,0,0,1,1,0,2,0.48333333333333334
增益,0,0,0,2,5,4,0,11,2.425
发射天线,0,0,1,3,1,8,1,14,2.9166666666666665
dbw,0,0,0,0,1,2,0,3,0.725
载波发射增益,0,0,0,0,1,0,0,1,0.24166666666666667
载波发射功率,0,0,0,0,1,1,0,2,0.48333333333333334
波束序号,0,0,0,1,1,0,0,2,0.3666666666666667
序号,0,0,0,0,1,0,0,1,0.24166666666666667
干扰判决门限,0,0,1,1,1,0,0,3,0.4916666666666667
集总干扰,0,0,2,7,1,4,4,18,3.3
发射波束,0,0,0,0,1,0,0,1,0.24166666666666667
干扰gso系统,0,0,0,0,1,0,0,1,0.24166666666666667
ngso系统,0,0,18,13,3,6,5,45,7.258333333333333
ngso通信星座系统,0,0,0,0,4,1,0,5,1.2083333333333333
干扰场景,0,0,2,0,1,0,1,4,0.7333333333333334
集总同频干扰,0,0,0,0,1,0,0,1,0.24166666666666667
星座系统,0,0,1,0,1,0,0,2,0.3666666666666667
ngso通信,0,0,0,0,1,0,0,1,0.24166666666666667
多波束,0,0,1,1,1,0,1,4,0.7333333333333334
下行干扰场景,0,0,0,1,1,0,0,2,0.3666666666666667
ngso,0,0,2,8,0,20,1,31,6.325
纬度,0,0,0,8,20,10,2,40,8.733333333333334
ngso地球站,0,0,3,16,0,25,4,48,9.383333333333333
地球站天线,0,0,0,1,0,4,0,5,1.0916666666666668
gso卫星接收机,0,0,0,0,0,7,0,7,1.6916666666666667
干扰减缓,1,1,7,1,5,9,7,31,9.075
中断概率,0,0,0,0,5,3,0,8,1.9333333333333333
中断时长,0,0,0,0,1,3,0,4,0.9666666666666667
中断频次,0,0,0,0,6,3,0,9,2.175
gso链路,0,0,0,0,1,4,0,5,1.2083333333333333
stk仿真场,0,0,0,0,0,2,0,2,0.48333333333333334
gso弧,0,0,0,0,0,2,0,2,0.48333333333333334
轨道,0,0,1,8,2,2,0,13,2.091666666666667
oneweb0214,0,0,0,0,0,2,0,2,0.48333333333333334
gso,0,0,3,6,6,7,1,23,4.508333333333333
轨道面,0,0,0,0,2,2,0,4,0.9666666666666667
地球自转,0,0,0,0,0,2,0,2,0.48333333333333334
i/n,0,0,0,0,1,7,0,8,1.9333333333333333
gso通信链路,0,0,0,0,0,3,0,3,0.725
概率,0,0,0,7,1,2,2,12,2.083333333333333
正常通信,0,0,0,1,0,1,0,2,0.3666666666666667
电磁环境,0,0,0,0,0,1,0,1,0.24166666666666667
通信中断,0,0,0,0,0,1,0,1,0.24166666666666667
gs0地球站,0,0,0,0,0,1,0,1,0.24166666666666667
ngso链路,0,0,0,0,0,1,0,1,0.24166666666666667
单调递减,0,0,0,0,0,1,0,1,0.24166666666666667
上行干扰减缓,1,0,3,0,0,2,0,6,1.8583333333333334
i/n数据,0,0,0,0,0,1,0,1,0.24166666666666667
stk仿真,0,0,0,0,0,1,0,1,0.24166666666666667
功率,0,0,0,1,0,3,0,4,0.85
干扰信号,0,0,0,1,1,2,0,4,0.85
自转周期,0,0,0,0,0,1,0,1,0.24166666666666667
地球,0,0,0,0,0,3,0,3,0.725
web,0,0,0,0,0,1,0,1,0.24166666666666667
仰角,0,0,0,6,1,8,0,15,2.925
频次,0,0,0,0,1,1,0,2,0.48333333333333334
ng,0,0,0,0,0,1,0,1,0.24166666666666667
10gso卫星,0,0,0,0,0,1,0,1,0.24166666666666667
时间,0,0,0,5,2,2,0,9,1.5916666666666668
stk,0,0,0,0,1,1,0,2,0.48333333333333334
6stk,0,0,0,0,0,1,0,1,0.24166666666666667
干扰链路,0,0,1,5,0,3,0,9,1.475
红色链路,0,0,0,0,0,1,0,1,0.24166666666666667
ngso干扰链路,0,0,0,0,0,1,0,1,0.24166666666666667
链路,0,0,0,4,0,1,0,5,0.7416666666666667
绿色链路,0,0,0,0,0,1,0,1,0.24166666666666667
自适应分隔角策略,1,0,0,0,0,2,0,3,1.4833333333333334
约束,0,0,0,0,0,1,0,1,0.24166666666666667
幅值,0,0,0,0,2,1,2,5,1.2083333333333333
干扰时长,0,0,0,0,0,1,2,3,0.725
仿真总时长,0,0,0,4,1,1,0,6,0.9833333333333334
仿真间隔,0,0,0,2,0,1,0,3,0.4916666666666667
接收参数,0,0,0,1,2,2,0,5,1.0916666666666668
间隔,0,0,0,1,2,0,0,3,0.6083333333333334
接收,0,0,0,6,2,1,0,9,1.475
海拔高度,0,0,0,0,1,0,0,1,0.24166666666666667
天线直径,0,0,0,1,2,2,0,5,1.0916666666666668
接收频率,0,0,0,0,1,1,0,2,0.48333333333333334
3gso,0,0,0,0,1,1,0,2,0.48333333333333334
准同步轨道卫星,0,0,0,0,1,0,0,1,0.24166666666666667
高纬度,0,0,0,0,1,0,0,1,0.24166666666666667
干扰水平,0,0,0,7,1,0,0,8,1.1166666666666667
赤道,0,0,1,2,2,0,1,6,1.1
仿真参数,0,0,0,0,1,2,0,3,0.725
共线干扰,0,0,2,8,4,0,2,16,2.7
旁瓣干扰,0,0,0,7,0,0,1,8,1.1166666666666667
干扰源,0,0,0,17,0,0,0,17,2.125
频率,0,0,4,10,2,0,1,17,2.475
单链路干扰,0,0,2,4,0,1,0,7,0.9916666666666667
同频干扰,2,0,7,7,0,1,1,18,4.233333333333333
极化状态,0,0,0,2,0,0,0,2,0.25
干扰减缓措,0,0,0,3,0,0,0,3,0.375
发射,0,0,0,2,1,1,0,4,0.7333333333333334
gso卫星链路,0,0,1,4,0,0,0,5,0.625
无用信号,0,0,0,2,0,0,0,2,0.25
带宽,0,0,1,2,0,0,0,3,0.375
信道间隔,0,0,0,2,0,0,0,2,0.25
占用带宽,0,0,0,2,0,0,0,2,0.25
减缓,0,0,4,1,0,0,4,9,1.5916666666666668
同频集总干扰,0,0,0,1,0,0,0,1,0.125
ngso卫星系统,1,0,0,2,0,1,0,4,1.4916666666666667
去极化效应,0,0,0,1,0,0,0,1,0.125
正交极化,0,0,0,1,0,0,0,1,0.125
卫星天线,0,0,0,1,1,0,0,2,0.3666666666666667
能量,0,0,0,1,0,0,0,1,0.125
卫星通信系统,0,0,0,1,0,0,0,1,0.125
正交圆极化,0,0,0,1,0,0,0,1,0.125
正交线极化,0,0,0,1,0,0,0,1,0.125
去极化干扰,0,0,0,1,0,0,0,1,0.125
旁瓣抑制措,0,0,0,1,0,0,0,1,0.125
干扰计算,0,0,1,1,1,0,0,3,0.4916666666666667
干扰阈值,0,0,0,1,0,0,0,1,0.125
集总效应,0,0,1,1,0,1,0,3,0.4916666666666667
干扰限值,0,0,0,1,0,0,0,1,0.125
受扰接收机,0,0,0,2,0,0,0,2,0.25
旁瓣,0,0,0,1,0,0,0,1,0.125
空间,0,0,0,4,0,0,0,4,0.5
主波束,0,0,0,1,0,0,0,1,0.125
下行共线干扰,0,0,0,1,0,0,0,1,0.125
主波,0,0,0,1,0,0,0,1,0.125
上行共线干扰,0,0,0,1,0,0,0,1,0.125
ngso卫星链路,0,0,0,1,0,0,0,1,0.125
波束宽度,0,0,0,1,1,0,0,2,0.3666666666666667
卫星宽带业务,0,0,0,1,0,0,0,1,0.125
干扰功率密度,0,0,0,1,0,0,0,1,0.125
有用功率密度,0,0,0,1,0,0,0,1,0.125
重叠带宽,0,0,0,1,0,0,0,1,0.125
总干扰功率,0,0,0,1,0,0,0,1,0.125
频域,0,0,0,1,0,0,0,1,0.125
有用信号,0,0,0,3,0,0,0,3,0.375
信号,0,0,0,1,1,0,0,2,0.3666666666666667
频域模型,0,0,0,1,0,0,0,1,0.125
矩形块,0,0,0,1,0,0,0,1,0.125
功率密度,0,0,0,1,0,0,0,1,0.125
分配带宽,0,0,0,1,0,0,0,1,0.125
通信频率,0,0,0,2,0,1,0,3,0.4916666666666667
卫星系统,2,0,6,7,0,1,4,20,4.833333333333333
互联网星座,2,0,6,0,0,0,2,10,3.2333333333333334
低轨卫星,4,0,6,2,0,0,2,14,5.483333333333333
上行干扰风险,0,0,0,0,0,0,1,1,0.24166666666666667
地理,0,0,0,0,0,0,1,1,0.24166666666666667
gso弧分隔角,0,0,0,0,0,0,1,1,0.24166666666666667
上行减缓,0,0,0,0,0,0,1,1,0.24166666666666667
大规模卫星系统,0,0,0,0,0,0,1,1,0.24166666666666667
卫星波束控制技术,0,0,0,0,0,0,1,1,0.24166666666666667
禁区模型,1,0,2,0,2,0,1,6,1.975
数学模型,0,0,1,0,0,0,4,5,1.0916666666666668
禁区,1,1,5,0,32,0,8,47,13.291666666666666
下行干扰减缓,2,0,2,0,1,0,1,6,2.7333333333333334
星座干扰分析,0,0,0,0,0,0,1,1,0.24166666666666667
干扰评估,0,0,0,0,0,0,2,2,0.48333333333333334
场景建模,0,0,0,1,0,0,1,2,0.3666666666666667
对地静止卫星系统,0,0,0,0,0,0,1,1,0.24166666666666667
频率兼容,2,0,8,1,0,0,1,12,3.3666666666666667
轨道资,0,0,0,0,0,0,1,1,0.24166666666666667
干扰减缓技术,0,0,3,1,2,0,3,9,1.7083333333333333
间干扰,0,0,0,0,0,0,1,1,0.24166666666666667
基础理论,0,0,0,0,0,0,1,1,0.24166666666666667
干扰分析,0,0,6,15,1,0,1,23,3.1083333333333334
静止卫星网络,0,0,0,0,0,0,1,1,0.24166666666666667
星座,0,0,7,9,1,0,1,18,2.4833333333333334
