,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
物联网,3,1,6,5,3,0,1,19,7.341666666666667
低功耗,2,1,7,3,8,14,1,36,10.808333333333334
终端设备,0,0,2,5,3,0,0,10,1.6
性能,3,0,3,7,11,3,0,27,7.633333333333333
处理器,0,0,2,4,6,3,0,15,2.925
动态功耗管理技术,0,0,2,2,0,0,1,5,0.7416666666666667
静态功耗管理技术,0,0,2,2,0,0,0,4,0.5
功耗管理技术,0,0,2,2,0,0,0,4,0.5
广域物联网,0,0,3,1,6,3,1,14,2.9166666666666665
物联网设备,0,0,2,8,4,0,0,14,2.216666666666667
nb-iot协议,0,0,3,2,4,4,0,13,2.5583333333333336
nb-iot,2,0,6,7,17,7,1,40,9.666666666666668
lpwan,3,0,2,0,0,0,0,5,3.25
zigbee,0,0,2,0,0,0,0,2,0.25
bluetooth,0,0,2,0,0,0,0,2,0.25
互联网技术,0,0,2,0,0,0,0,2,0.25
互联网,0,0,2,1,0,0,0,3,0.375
things,0,0,2,0,0,0,0,2,0.25
工作性能,0,0,1,0,0,0,0,1,0.125
终端,0,0,1,4,4,0,0,9,1.5916666666666668
作时间,0,0,1,0,0,0,0,1,0.125
物联网终端设备,0,0,1,2,6,4,1,14,3.033333333333333
低功耗技术,2,0,4,2,0,0,0,8,2.75
使用寿命口,0,0,1,0,0,0,0,1,0.125
电池,0,0,1,1,0,0,0,2,0.25
电池供电系统,0,0,1,0,0,0,0,1,0.125
电池供电,0,0,1,0,1,0,0,2,0.3666666666666667
低功耗状态,0,0,1,1,1,0,0,3,0.4916666666666667
睡眠状态,0,0,1,0,0,0,0,1,0.125
系统组件,0,0,1,1,0,0,0,2,0.25
dpm技术,0,0,1,0,0,0,0,1,0.125
频率,0,0,1,2,2,0,0,5,0.8583333333333334
电源电压,0,0,1,1,0,0,0,2,0.25
dvs技术,0,0,1,2,0,0,0,3,0.375
动态电源管理,0,0,5,0,6,3,0,14,2.8
dpm,0,0,1,0,1,2,0,4,0.85
动态电压调节,1,0,2,0,0,0,1,4,1.4916666666666667
dvs,0,0,1,1,0,0,0,2,0.25
能源,0,0,1,1,0,0,0,2,0.25
低功耗技,1,0,2,1,0,0,0,4,1.375
软件,0,0,1,1,0,0,0,2,0.25
功耗,0,0,6,20,27,7,0,60,11.466666666666667
通信模组,0,0,1,2,0,0,0,3,0.375
定制nb-iot产,0,0,1,0,0,0,0,1,0.125
电信,0,0,1,0,0,0,0,1,0.125
移远公司,0,0,1,0,0,0,0,1,0.125
nb-iot通信技术,0,0,3,7,1,0,1,12,1.7333333333333334
通信,0,0,1,5,6,3,0,15,2.925
蜂窝网络,0,0,1,1,0,0,0,2,0.25
wifi,0,0,1,0,0,0,0,1,0.125
待机时间,0,0,1,0,0,0,0,1,0.125
行时间,0,0,1,0,0,0,0,1,0.125
设备,0,0,1,4,5,4,0,14,2.8
网络连接,0,0,1,0,0,0,0,1,0.125
单芯片设备,0,0,1,0,0,0,0,1,0.125
传感器设备,0,0,1,0,1,0,0,2,0.3666666666666667
广域物联网系统,0,0,1,0,3,0,0,4,0.85
延迟,0,0,1,3,1,0,0,5,0.7416666666666667
m2m连接,0,0,1,0,0,0,0,1,0.125
连接,0,0,1,3,1,0,0,5,0.7416666666666667
蜂窝物联网,0,0,1,0,0,0,0,1,0.125
nb-iot物联网技术,0,0,1,0,0,0,0,1,0.125
lte,0,0,1,0,0,0,0,1,0.125
连接技术,0,0,1,0,0,0,0,1,0.125
移动性,0,0,1,3,1,0,0,5,0.7416666666666667
移动蜂窝网络,0,0,1,0,0,0,0,1,0.125
短距离通信技术,0,0,1,0,0,0,0,1,0.125
万物互联,0,0,1,0,1,0,0,2,0.3666666666666667
广覆盖,0,0,1,0,0,0,0,1,0.125
带宽,0,0,1,0,0,0,0,1,0.125
数据交互,0,0,1,0,1,0,0,2,0.3666666666666667
物联网通信,0,0,1,0,0,0,0,1,0.125
narrowband-internet,0,0,1,0,0,0,0,1,0.125
环境监控,0,0,1,1,0,0,0,2,0.25
智能抄表,0,0,1,1,1,0,0,3,0.4916666666666667
短距离无线通信,0,0,1,0,1,0,0,2,0.3666666666666667
低功耗广域网无线通信技术,0,0,1,0,0,0,0,1,0.125
智能家居,0,0,1,0,0,0,0,1,0.125
智慧城市,0,0,1,0,0,0,0,1,0.125
智能医疗,0,0,1,0,0,0,0,1,0.125
wi-fi,0,0,1,0,0,0,0,1,0.125
z-wave,0,0,1,0,0,0,0,1,0.125
短距离无线通信技术,0,0,1,1,0,0,0,2,0.25
传输距离,0,0,1,0,0,0,0,1,0.125
物联网通信技术,0,0,1,0,0,0,0,1,0.125
物联网产业,0,0,1,0,0,0,0,1,0.125
物联网技术,1,0,2,2,0,0,2,7,1.9833333333333334
有效信息,0,0,1,0,0,0,0,1,0.125
红外感应器,0,0,1,0,0,0,0,1,0.125
激光扫描设备,0,0,1,0,0,0,0,1,0.125
智能传感器,0,0,1,0,2,0,0,3,0.6083333333333334
射频识别装置,0,0,1,0,0,0,0,1,0.125
信息传感设备,0,0,1,0,0,0,0,1,0.125
internet,2,0,1,0,0,0,0,3,2.125
物联网国,0,0,1,0,0,0,0,1,0.125
设备端,0,0,4,0,0,4,0,8,1.4666666666666668
nb-iot技术,0,0,2,7,1,0,2,12,1.85
硬件系统,1,0,2,0,8,3,2,16,4.391666666666667
功能测试,0,0,2,0,0,1,0,3,0.4916666666666667
资源,0,0,2,4,3,2,0,11,1.9583333333333333
消息处理,1,0,3,0,8,5,3,20,5.241666666666667
并发,0,0,2,0,1,1,0,4,0.7333333333333334
nb-iot数据,0,0,2,0,1,1,0,4,0.7333333333333334
服务端,0,0,2,0,13,21,0,36,8.466666666666667
消息重传机制,1,0,2,0,9,8,1,21,5.6
系统,1,0,1,12,24,4,0,42,9.391666666666666
程序,0,0,1,0,1,0,0,2,0.3666666666666667
嵌入式实时操作系统,1,0,1,1,2,0,0,5,1.7333333333333334
时效性,1,0,1,0,0,1,1,4,1.6083333333333334
信息传输,0,0,1,1,0,0,1,3,0.4916666666666667
广域网,1,0,1,0,0,0,1,3,1.3666666666666667
工作状态,1,0,1,0,2,0,1,5,1.85
mcu,1,0,1,0,6,2,1,11,3.3
nb-iot模组,0,0,1,1,15,6,1,24,5.566666666666666
系统性能,0,0,1,1,1,0,0,3,0.4916666666666667
通信链路,0,0,1,0,0,0,1,2,0.3666666666666667
热力领,1,0,1,0,0,2,1,5,1.85
热力监测系统,0,0,5,0,6,8,0,19,4.008333333333333
cnki,0,0,1,0,0,1,0,2,0.3666666666666667
动态电源管理技,0,0,1,1,1,1,0,4,0.7333333333333334
后台,0,0,1,0,0,1,0,2,0.3666666666666667
电信cdpserver,0,0,1,0,0,2,0,3,0.6083333333333334
nb-iot客户端设备,0,0,1,0,6,3,0,10,2.3
数据重传,0,0,1,1,1,0,0,3,0.4916666666666667
硬件,0,0,1,3,8,1,0,13,2.675
程序优化,0,0,1,0,0,0,0,1,0.125
实时操作系统,0,0,1,22,6,0,1,30,4.566666666666666
硬件设备,1,0,1,0,4,0,0,6,2.091666666666667
实时操作系统技,0,0,1,1,0,0,0,2,0.25
嵌入式动态电源管理技术,0,0,1,1,0,0,0,2,0.25
coap通信协议,0,0,1,1,0,0,0,2,0.25
coap协议,0,0,1,14,2,2,0,19,2.841666666666667
通信协议,0,0,1,1,0,0,0,2,0.25
低功耗窄带广域物联网,0,0,1,0,0,0,0,1,0.125
低功耗物联网,0,0,1,2,0,0,0,3,0.375
物联网协议,0,0,0,2,1,0,0,3,0.4916666666666667
带内部署模式,0,0,0,2,0,0,0,2,0.25
gsm通信,0,0,0,2,0,0,0,2,0.25
协议,0,0,0,1,1,0,0,2,0.3666666666666667
lorazigbee,0,0,0,1,0,0,0,1,0.125
udptcp,0,0,0,1,0,0,0,1,0.125
coapmqtt,0,0,0,1,0,0,0,1,0.125
部署模式,0,0,0,1,0,0,0,1,0.125
保护带,0,0,0,1,0,0,0,1,0.125
部署模,0,0,0,1,0,0,0,1,0.125
udp协议,0,0,0,2,0,0,0,2,0.25
数据,0,0,0,6,36,23,0,65,15.008333333333333
coap网协议,0,0,0,1,0,0,0,1,0.125
数据链路层协议,0,0,0,1,0,0,0,1,0.125
物理层,0,0,0,2,0,0,0,2,0.25
数据传输,0,0,0,1,2,0,0,3,0.6083333333333334
onem2m网,0,0,0,1,0,0,0,1,0.125
应用层协议,0,0,0,1,1,0,0,2,0.3666666666666667
模组,0,0,0,1,17,1,0,19,4.475
广域物联网环境,0,0,0,1,0,0,0,1,0.125
通信次数,0,0,0,1,0,0,0,1,0.125
信息量,0,0,0,1,0,0,0,1,0.125
edrx技,0,0,0,1,0,0,0,1,0.125
psm,0,0,0,7,5,0,0,12,2.083333333333333
电池寿命,0,0,0,1,0,0,0,1,0.125
连接量,0,0,0,1,0,0,0,1,0.125
时延,0,0,0,1,0,0,0,1,0.125
数据包,0,0,0,1,5,4,0,10,2.3
nb-iot终端,0,0,0,1,2,1,0,4,0.85
数据连接,0,0,0,1,0,1,0,2,0.3666666666666667
口叫,0,0,0,1,1,0,0,2,0.3666666666666667
保护带部署模式,0,0,0,1,0,0,0,1,0.125
独立部署模式,0,0,0,1,0,0,0,1,0.125
部署,0,0,0,1,1,2,0,4,0.85
增益,0,0,0,1,0,0,0,1,0.125
网络,0,0,0,2,0,0,0,2,0.25
信号,0,0,0,1,1,0,1,3,0.6083333333333334
fdd-lte技术,0,0,0,1,0,0,0,1,0.125
底层通信技术,0,0,0,1,0,0,0,1,0.125
数据量,0,0,0,3,0,0,0,3,0.375
节能,0,0,0,3,0,0,0,3,0.375
edrx,0,0,0,3,2,0,0,5,0.8583333333333334
下行命令,0,0,0,2,1,0,0,3,0.4916666666666667
nb-iot设备,0,0,0,2,4,10,0,16,3.6333333333333333
周期,0,0,0,4,1,3,0,8,1.4666666666666668
edrx技术,0,0,0,2,0,0,0,2,0.25
射频,0,0,0,2,0,0,0,2,0.25
低移动性,0,0,0,1,0,0,0,1,0.125
小数据量,0,0,0,1,0,0,0,1,0.125
智能抄表设备,0,0,0,1,0,0,0,1,0.125
海量设备,0,0,0,1,0,0,0,1,0.125
监控摄像头设备,0,0,0,1,0,0,0,1,0.125
频带,0,0,0,1,0,0,0,1,0.125
无移动性,0,0,0,1,0,0,0,1,0.125
车队跟踪管理设备,0,0,0,1,0,0,0,1,0.125
切换,0,0,0,1,0,0,0,1,0.125
psm模式,0,0,0,1,1,0,0,2,0.3666666666666667
接收模块,0,0,0,1,0,0,0,1,0.125
睡眠周期,0,0,0,1,0,0,0,1,0.125
空闲模,0,0,0,1,0,0,0,1,0.125
省电技术,0,0,0,1,0,0,0,1,0.125
电量,0,0,0,1,1,1,0,3,0.6083333333333334
深度睡眠,0,0,0,1,1,0,0,2,0.3666666666666667
寻呼信息,0,0,0,1,0,0,0,1,0.125
psm状态,0,0,0,1,1,1,0,3,0.6083333333333334
在线,0,0,0,1,0,0,0,1,0.125
连接状态,0,0,0,1,0,0,0,1,0.125
速率,0,0,0,1,0,0,0,1,0.125
能量,0,0,0,1,0,0,0,1,0.125
节电,0,0,0,1,0,0,0,1,0.125
短时间寻呼间隔,0,0,0,1,0,0,0,1,0.125
edrx周期,0,0,0,1,0,0,0,1,0.125
寻呼监听过程,0,0,0,1,0,0,0,1,0.125
物联网终端,0,0,0,1,3,0,0,4,0.85
核心网,0,0,0,1,6,0,0,7,1.575
寻呼监听,0,0,0,1,0,0,0,1,0.125
非连续接收技术,0,0,0,1,0,0,0,1,0.125
上行数据,0,0,0,1,0,0,0,1,0.125
网络层,0,0,0,1,1,0,0,2,0.3666666666666667
nb-iot设备终端,0,0,0,1,0,0,0,1,0.125
注册,0,0,0,1,0,0,0,1,0.125
功耗浪费,0,0,0,1,1,0,0,2,0.3666666666666667
信令处理,0,0,0,1,0,0,0,1,0.125
接入层,0,0,0,1,0,0,0,1,0.125
下行数据,0,0,0,1,0,1,0,2,0.3666666666666667
网络寻呼,0,0,0,1,0,0,0,1,0.125
物联网设备终端,0,0,0,1,0,0,0,1,0.125
低功耗功能,0,0,0,1,1,0,0,2,0.3666666666666667
状态,0,0,0,3,2,2,0,7,1.3416666666666668
3gppr12协议,0,0,0,1,0,0,0,1,0.125
功耗模式,0,0,0,1,0,0,0,1,0.125
extendeddrx,0,0,0,1,0,0,0,1,0.125
powersavingmode,0,0,0,1,0,0,0,1,0.125
通信方式,0,0,0,1,0,0,0,1,0.125
封装通信模组,0,0,0,1,0,0,0,1,0.125
低功耗性能,0,0,0,2,0,0,0,2,0.25
测量对象,0,0,0,1,0,0,0,1,0.125
测量,0,0,0,1,0,0,0,1,0.125
连接态,0,0,0,1,0,0,0,1,0.125
复杂度,0,0,0,1,0,0,0,1,0.125
异常震动报警,0,0,0,1,0,0,0,1,0.125
海量连接,0,0,0,1,0,0,0,1,0.125
窄带物联网,0,0,0,1,2,0,0,3,0.6083333333333334
iot通信技术,0,0,0,1,0,0,0,1,0.125
消息,0,0,0,7,19,10,0,36,7.883333333333334
请求,0,0,0,6,2,2,0,10,1.7166666666666668
长度,0,0,0,7,0,0,0,7,0.875
token,0,0,0,4,0,0,0,4,0.5
响应,0,0,0,5,3,0,0,8,1.35
coap,0,0,0,6,2,0,0,8,1.2333333333333334
http协议,0,0,0,5,1,2,0,8,1.35
服务器,0,0,0,4,6,3,0,13,2.675
payload标识符,0,0,0,2,0,0,0,2,0.25
消息格式,0,0,0,2,0,0,0,2,0.25
rst,0,0,0,2,0,0,0,2,0.25
消息类型,0,0,0,2,1,0,0,3,0.4916666666666667
可靠传输,0,0,0,2,0,0,0,2,0.25
客户端,0,0,0,2,2,0,0,4,0.7333333333333334
payload长度,0,0,0,1,0,0,0,1,0.125
payload,0,0,0,1,0,0,0,1,0.125
端口,0,0,0,1,0,0,0,1,0.125
目标主机,0,0,0,1,0,0,0,1,0.125
代理服务器,0,0,0,1,0,0,0,1,0.125
特性,0,0,0,1,0,0,0,1,0.125
参数,0,0,0,1,1,2,0,4,0.85
属性,0,0,0,1,0,0,0,1,0.125
option,0,0,0,1,0,0,0,1,0.125
回应消息,0,0,0,1,0,0,0,1,0.125
请求消息,0,0,0,1,1,0,0,2,0.3666666666666667
报文,0,0,0,1,0,0,0,1,0.125
随机数,0,0,0,1,0,0,0,1,0.125
消息安全性,0,0,0,1,0,0,0,1,0.125
标记,0,0,0,1,0,0,0,1,0.125
序列,0,0,0,1,0,0,0,1,0.125
响应码,0,0,0,1,0,0,0,1,0.125
请求码,0,0,0,1,0,0,0,1,0.125
空消息,0,0,0,1,0,0,0,1,0.125
token长度,0,0,0,1,0,0,0,1,0.125
tkl,0,0,0,1,0,0,0,1,0.125
3coap报文,0,0,0,1,0,0,0,1,0.125
tkl字节,0,0,0,1,0,0,0,1,0.125
titk,0,0,0,1,0,0,0,1,0.125
rst消息,0,0,0,1,0,0,0,1,0.125
ack消息,0,0,0,1,0,0,0,1,0.125
一复位消息,0,0,0,1,0,0,0,1,0.125
con消息,0,0,0,1,0,0,0,1,0.125
应答消息,0,0,0,1,0,0,0,1,0.125
可靠消息传输,0,0,0,1,0,0,0,1,0.125
丢包,0,0,0,1,1,1,0,3,0.6083333333333334
接收方,0,0,0,3,2,0,0,5,0.8583333333333334
消息传输,0,0,0,1,0,0,0,1,0.125
tcp协议,0,0,0,2,0,0,0,2,0.25
con请求,0,0,0,1,2,0,0,3,0.6083333333333334
kj,0,0,0,1,0,0,0,1,0.125
非长连接通信,0,0,0,1,0,0,0,1,0.125
传输,0,0,0,1,1,0,1,3,0.6083333333333334
块传输,0,0,0,1,0,0,0,1,0.125
轻量化,0,0,0,1,0,0,0,1,0.125
http,0,0,0,1,0,0,0,1,0.125
二进制格式,0,0,0,1,0,0,0,1,0.125
文本格式,0,0,0,1,0,0,0,1,0.125
url,0,0,0,1,0,0,0,1,0.125
资源地,0,0,0,1,0,0,0,1,0.125
rest架构网,0,0,0,1,0,0,0,1,0.125
udp,0,0,0,1,1,0,0,2,0.3666666666666667
传输层,0,0,0,1,0,0,0,1,0.125
coap协议网络,0,0,0,1,0,0,0,1,0.125
解析复杂性,0,0,0,1,0,0,0,1,0.125
头部开销,0,0,0,1,0,0,0,1,0.125
rom,0,0,0,1,0,0,0,1,0.125
ram,0,0,0,1,1,0,0,2,0.3666666666666667
物联网平台,0,0,0,1,1,0,0,2,0.3666666666666667
耦合度,0,0,0,1,0,0,0,1,0.125
层次资源,0,0,0,1,0,0,0,1,0.125
tcp长连接,0,0,0,1,0,0,0,1,0.125
低功耗设备,0,0,0,1,0,0,0,1,0.125
性质,0,0,0,1,0,0,0,1,0.125
受限应用协议,0,0,0,1,0,0,0,1,0.125
在物联,0,0,0,1,0,0,0,1,0.125
constrainedapplic,0,0,0,1,0,0,0,1,0.125
cpu,0,0,0,5,1,1,0,7,1.1083333333333334
进程,0,0,0,5,2,4,0,11,2.075
进程集,0,0,0,4,0,0,0,4,0.5
执行频率,0,0,0,3,0,0,0,3,0.375
cpu利用率,0,0,0,3,0,1,0,4,0.6166666666666667
状态信息,0,0,0,3,1,0,0,4,0.6166666666666667
离线dvs算法,0,0,0,3,0,0,0,3,0.375
窗口,0,0,0,2,0,0,0,2,0.25
在线dvs算法,0,0,0,2,0,0,0,2,0.25
调度,0,0,0,4,1,2,0,7,1.225
任务调度,1,1,0,4,7,2,0,15,5.675
动态电压调节技术,0,0,0,3,0,0,0,3,0.375
动态调节,0,0,0,1,0,0,0,1,0.125
利用率,0,0,0,1,0,0,0,1,0.125
实时性能,0,0,0,1,0,0,0,1,0.125
统计窗口,0,0,0,1,0,0,0,1,0.125
时间,0,0,0,2,4,1,0,7,1.4583333333333333
weiser算法网,0,0,0,1,0,0,0,1,0.125
进程状态,0,0,0,1,0,0,0,1,0.125
任务进程集,0,0,0,1,0,0,0,1,0.125
进程数量,0,0,0,1,0,0,0,1,0.125
依赖性,0,0,0,1,0,0,0,1,0.125
离线调度,0,0,0,1,0,0,0,1,0.125
低功耗调度,0,0,0,1,0,0,0,1,0.125
在线dvs任务调度,0,0,0,1,0,0,0,1,0.125
离线dvs任务调度,0,0,0,1,0,0,0,1,0.125
dynamicvoltagescaling,0,0,0,1,0,0,0,1,0.125
平衡功耗,0,0,0,1,0,0,0,1,0.125
电压,0,0,0,1,0,0,1,2,0.3666666666666667
动态电压调节技,0,0,0,1,0,0,0,1,0.125
故障,0,0,0,5,0,0,0,5,0.625
瞬态故障,0,0,0,3,0,0,0,3,0.375
临时性故障,0,0,0,3,0,0,0,3,0.375
永久性故障,0,0,0,3,0,0,0,3,0.375
备用支持技术,0,0,0,3,0,0,0,3,0.375
备用进程,0,0,0,1,0,0,0,1,0.125
工作进程,0,0,0,1,0,10,0,11,2.5416666666666665
进程调度,0,0,0,1,0,0,0,1,0.125
概率,0,0,0,1,0,0,0,1,0.125
工作频率,0,0,0,1,1,0,0,2,0.3666666666666667
辐射干扰,0,0,0,1,0,0,0,1,0.125
硬件冗余,0,0,0,1,0,0,0,1,0.125
机器,0,0,0,1,0,0,0,1,0.125
计算机系统,0,0,0,1,0,0,0,1,0.125
