,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
阻抗建模,0,0,2,0,0,0,0,2,0.25
地平面网络,0,0,1,0,0,0,0,1,0.125
电源,5,0,8,0,1,59,6,79,21.95
pcb走线串扰批量仿真,0,0,1,0,0,0,0,1,0.125
等效电路模型,2,0,5,1,0,0,0,8,2.75
反射,2,1,11,21,3,0,4,42,9.691666666666666
高频,0,0,1,1,0,2,1,5,0.975
全波仿真,2,0,2,3,1,1,1,10,3.35
pcb,2,0,3,2,2,0,0,9,3.1083333333333334
攻击线,0,0,0,0,22,0,0,22,5.316666666666666
串扰,2,1,11,2,43,0,2,61,16.5
端接,0,0,0,1,10,0,0,11,2.5416666666666665
电压,0,0,2,5,12,5,0,24,4.983333333333333
受迫线,0,0,0,0,24,0,1,25,6.041666666666667
信号,3,0,12,30,28,10,2,85,17.916666666666664
传输线,2,0,10,64,43,1,1,121,22.125
主动并行匹配,0,0,0,0,1,0,0,1,0.24166666666666667
并行ac匹,0,0,0,0,1,0,0,1,0.24166666666666667
并行匹配,0,0,0,0,1,0,0,1,0.24166666666666667
戴维南,0,0,0,0,1,0,0,1,0.24166666666666667
并联匹配,0,0,0,0,1,0,0,1,0.24166666666666667
串联匹配,0,0,0,1,1,0,0,2,0.3666666666666667
反射系数,0,0,1,3,1,0,0,5,0.7416666666666667
反射电压,0,0,0,0,1,0,0,1,0.24166666666666667
抑制,0,0,0,0,1,0,0,1,0.24166666666666667
反射参数,0,0,0,1,1,0,0,2,0.3666666666666667
拓扑结构,0,0,0,1,12,0,2,15,3.5083333333333333
终端,0,0,1,1,1,0,0,3,0.4916666666666667
攻击线拓扑结构,0,0,0,0,1,0,0,1,0.24166666666666667
无端接,0,0,0,0,1,0,0,1,0.24166666666666667
远端串扰,0,0,1,0,2,0,0,3,0.6083333333333334
近端,0,0,0,0,1,0,0,1,0.24166666666666667
电压幅值,0,0,0,0,1,0,0,1,0.24166666666666667
电磁干扰,0,0,1,0,1,0,0,2,0.3666666666666667
电磁场理论,0,0,0,0,1,0,0,1,0.24166666666666667
网络,0,0,0,0,14,0,1,15,3.625
crosstalk,0,0,0,0,4,0,0,4,0.9666666666666667
网络名,0,0,0,0,3,0,0,3,0.725
hyperlynx,0,0,0,0,6,0,0,6,1.45
走线,0,0,7,13,12,2,0,34,5.883333333333333
仿真结,1,0,0,2,2,0,0,5,1.7333333333333334
器件,0,0,3,2,15,6,1,27,5.941666666666666
非平行传输线,0,0,0,0,1,0,0,1,0.24166666666666667
平行双线,0,0,0,0,3,0,0,3,0.725
耦合,0,0,1,0,11,0,0,12,2.783333333333333
阈值,0,0,0,0,1,0,0,1,0.24166666666666667
仿真算法,0,0,0,0,1,0,0,1,0.24166666666666667
