,摘要,关键词,第一章,第二章,第三章,第四章,第五章,第六章,总词频,加权得分
大规模天线系统,10,1,23,14,0,12,10,6,76,21.7
信道信息,4,0,10,5,3,3,6,1,32,8.23125
天线,1,0,12,22,0,8,7,0,50,7.96875
bp算法,0,0,7,0,8,3,1,0,19,3.05
软信息,1,0,11,0,2,2,1,3,20,3.825
信道编码,5,0,6,0,11,8,1,1,32,9.55625
性能,4,0,9,5,5,16,9,2,50,11.55
移动网络,0,0,4,0,0,0,0,0,4,0.5
编码,0,0,3,0,2,2,0,0,7,1.1
复杂度,4,0,4,3,7,2,3,2,25,7.4125
信道,2,0,7,9,2,8,7,2,37,7.44375
传输速率,0,0,3,1,0,0,1,0,5,0.68125
系统,0,0,4,2,2,4,2,0,14,2.2
generationmobilenet,0,0,3,0,0,0,0,0,3,0.375
干扰消除,0,0,3,0,0,0,2,0,5,0.7375
逐符号,0,0,2,0,0,0,0,1,3,0.43125
msdd算法,0,0,3,0,0,0,0,0,3,0.375
因子图,2,0,7,0,15,5,0,1,30,6.68125
贝叶斯网络,0,0,2,0,3,0,0,0,5,0.79375
接收,0,0,2,0,0,0,0,0,2,0.25
msdd,4,0,7,0,0,20,2,0,33,8.8625
差分检测,2,0,2,0,0,3,2,0,9,3.15625
uwb系统,0,0,2,0,0,0,0,0,2,0.25
ir-uwb,0,0,2,0,0,3,1,0,6,0.975
接收天线,0,0,2,0,0,4,2,0,8,1.3375
信息,0,0,4,1,13,2,2,2,24,4.06875
基站,0,0,2,9,0,2,1,1,15,2.1
大规模天线,0,0,2,6,0,0,0,1,9,1.18125
大规模天线技术,0,0,2,1,0,0,0,0,3,0.375
自由度,0,0,2,3,0,0,1,1,7,0.9875
接收端,4,0,3,5,2,7,5,1,27,7.71875
信道空间,0,0,1,1,0,0,1,1,4,0.6125
用户调度算法,0,0,1,0,0,0,1,0,2,0.30625
调度,0,0,2,1,0,0,1,0,4,0.55625
非相干,1,0,4,0,0,1,1,0,7,1.8625
用户,0,0,4,3,0,0,21,2,30,5.04375
依赖信道,0,0,1,0,0,0,1,0,2,0.30625
多用户mimo,0,0,1,1,0,0,0,0,2,0.25
性能增益,0,0,1,0,0,1,0,0,2,0.30625
结构,0,0,1,0,0,0,0,0,1,0.125
译码器,1,0,9,0,5,7,4,1,27,5.20625
更新模,0,0,1,0,0,0,0,0,1,0.125
软消息,0,0,2,0,0,0,0,0,2,0.25
因子图模型,0,0,4,0,0,1,0,1,6,0.8625
图模型,0,0,4,0,11,1,0,1,17,2.8562499999999997
非相干系统,1,0,1,0,0,0,1,0,3,1.30625
信道译码,1,0,5,0,1,24,1,1,33,6.51875
联合检测,2,0,6,0,0,7,6,3,24,5.65
置信度传播算法,0,0,2,0,3,0,0,1,6,0.975
siso,0,0,2,0,0,7,0,0,9,1.51875
后验概率,0,0,4,0,2,5,0,3,14,2.3125
和积法,0,0,1,0,0,0,0,0,1,0.125
播算法,0,0,1,0,0,0,0,0,1,0.125
置信度,0,0,1,0,0,0,0,0,1,0.125
软判决量,0,0,1,0,0,0,0,0,1,0.125
ldpc信道编码,0,0,1,0,0,0,0,0,1,0.125
硬判决信息,0,0,1,0,0,0,0,0,1,0.125
经典算法,0,0,1,0,1,0,0,0,2,0.30625
信息工程,0,0,1,0,1,0,0,0,2,0.30625
指数复杂度,0,0,2,0,1,0,0,0,3,0.43125
多项式复杂度,0,0,2,0,1,0,0,1,4,0.6125
似然算法,0,0,1,0,1,0,0,0,2,0.30625
迭代,0,0,1,0,1,5,1,0,8,1.39375
因子节点,0,0,1,0,2,0,0,0,3,0.4875
条件概率,0,0,1,0,1,0,0,0,2,0.30625
beliefpropagation,0,0,1,0,0,0,0,0,1,0.125
置信度传播,0,1,1,0,2,0,0,0,4,2.4875
turbo码译码,0,0,1,0,0,0,0,0,1,0.125
tur氏码,0,0,1,0,0,0,0,0,1,0.125
概率推理,0,0,1,0,0,0,0,0,1,0.125
中长码编码,0,0,1,0,0,0,0,0,1,0.125
ldpc码,0,0,9,0,23,1,0,1,34,5.65625
5g,0,0,1,0,0,0,0,0,1,0.125
通信系统,0,0,2,1,7,0,0,0,10,1.64375
香农信道容量,0,0,1,0,0,0,0,0,1,0.125
通信界,0,0,1,0,0,0,0,0,1,0.125
ldpc,1,0,3,0,9,3,1,0,17,3.7312499999999997
turbo码,1,0,3,1,1,2,0,0,8,2.04375
大规模信道模型,0,0,1,0,0,0,0,0,1,0.125
多天线,0,0,1,3,0,0,0,0,4,0.5
awgn,0,0,1,0,0,0,0,0,1,0.125
additivewhitegaussia,0,0,1,0,0,0,0,0,1,0.125
加性高斯白噪声,0,0,1,0,0,0,0,0,1,0.125
单天线,1,0,1,0,0,4,1,1,8,2.2125
差分算法,0,0,1,0,0,0,0,0,1,0.125
相干检测,1,0,2,0,0,0,0,1,4,1.43125
符号块长度,0,0,2,0,0,0,0,0,2,0.25
误码性能,0,0,3,0,0,1,0,0,4,0.55625
检测,0,0,6,0,1,1,1,1,10,1.475
符号,4,0,9,0,6,24,3,3,49,11.649999999999999
信道先验信息,0,0,2,0,0,0,0,0,2,0.25
符号序列,0,0,1,0,0,0,0,0,1,0.125
大规模天线检测,0,0,1,0,0,0,0,0,1,0.125
纠错性能,0,0,2,0,0,0,0,0,2,0.25
非相干检测算法,0,0,1,0,0,0,0,0,1,0.125
运算量,0,0,1,0,0,0,0,0,1,0.125
负荷,0,0,2,0,0,0,0,0,2,0.25
相位差,0,0,2,0,0,0,0,0,2,0.25
接收符号,0,0,2,0,1,0,0,0,3,0.43125
差分编码,1,0,4,0,0,1,0,0,6,1.68125
数据信号,0,0,2,0,0,0,0,0,2,0.25
非相干检测技术,0,0,2,0,0,0,0,0,2,0.25
differentialdetection,1,0,1,0,0,0,0,0,2,1.125
接收机,0,0,1,3,0,2,0,0,6,0.8625
非相干检测技,0,0,1,0,0,0,0,0,1,0.125
多径信号,0,0,1,0,0,0,0,0,1,0.125
信号,2,0,4,6,2,1,5,2,22,5.0625
