,摘要,关键词,第一章,第二章,第三章,第四章,第五章,总词频,加权得分
极化状态,1,0,5,19,4,5,3,37,6.9
jones矢量,0,0,3,7,5,1,0,16,2.7
信号,1,0,14,27,24,12,3,81,15.55
幅度,0,0,0,6,4,0,0,10,1.7166666666666668
极化信号,2,0,9,18,6,3,0,38,7.55
poincare球,0,0,0,3,0,0,0,3,0.375
平面,0,0,0,3,0,0,0,3,0.375
相位信息,0,0,0,2,0,0,0,2,0.25
正交极化分量,0,0,0,2,0,0,0,2,0.25
相位差,0,0,0,2,3,0,0,5,0.975
相位,0,0,0,2,3,0,0,5,0.975
一极化信号,0,0,0,2,0,0,0,2,0.25
垂直极化状态,0,0,0,3,0,0,0,3,0.375
水平极化状态,0,0,0,3,0,0,0,3,0.375
极化分量,0,0,0,2,0,0,0,2,0.25
幅度信息,0,0,0,1,2,0,0,3,0.6083333333333334
正半平面夹角,0,0,0,1,0,0,0,1,0.125
矢径,0,0,0,1,0,0,0,1,0.125
poincare球上矢径,0,0,0,1,0,0,0,1,0.125
stokes矢量,0,0,2,1,1,0,0,4,0.6166666666666667
三维坐标信息,0,0,0,1,0,0,0,1,0.125
庞加莱球,0,0,0,1,0,0,0,1,0.125
半径,0,0,0,1,0,0,0,1,0.125
参数,0,0,3,1,0,0,0,4,0.5
stokes矢量表示法,0,0,0,1,0,0,0,1,0.125
jones矢量表示法,0,0,0,1,0,0,0,1,0.125
极化转态,0,0,0,1,0,0,0,1,0.125
水平垂直极化,0,0,0,1,0,0,0,1,0.125
stokes参数,0,0,0,1,0,0,0,1,0.125
极化,0,0,6,6,3,0,0,15,2.225
振幅,0,0,0,1,0,0,0,1,0.125
电磁波,0,0,0,2,0,0,0,2,0.25
stokes矢量表示,0,0,0,1,0,0,0,1,0.125
右旋圆极化,0,0,0,2,0,0,0,2,0.25
左旋圆极化品,0,0,0,1,0,0,0,1,0.125
135,0,0,0,1,0,0,0,1,0.125
45°极化状态,0,0,0,1,0,0,0,1,0.125
琼斯矢量,0,0,0,1,0,0,0,1,0.125
相位描述子,0,0,0,1,0,0,0,1,0.125
极化状,0,0,0,1,1,0,0,2,0.3666666666666667
幅度比,0,0,0,1,0,0,0,1,0.125
支路信号,0,0,0,1,2,1,0,4,0.85
支路,0,0,0,2,3,2,0,7,1.4583333333333333
垂直支路,0,0,0,1,0,0,0,1,0.125
水平支路,0,0,0,1,0,0,0,1,0.125
极化基,0,0,0,1,0,0,0,1,0.125
极化基〔,0,0,0,1,0,0,0,1,0.125
电磁矢量信号,0,0,0,1,0,0,0,1,0.125
jones矢量表示,0,0,0,1,0,0,0,1,0.125
相位噪声,17,1,46,30,70,68,27,259,68.375
期望信号,2,0,16,18,50,28,7,121,26.791666666666668
自干扰信号,4,0,42,64,47,30,9,196,38.03333333333333
白噪声,0,0,6,2,38,9,0,55,12.358333333333334
性能,3,0,7,6,10,4,3,33,8.733333333333334
酉矩阵旋转特性,0,0,1,1,4,3,0,9,1.9416666666666667
极化自干扰消除算法,0,0,9,5,4,8,3,29,5.375
自干扰,5,0,16,28,9,7,6,71,15.816666666666666
接收端,0,0,15,14,19,8,2,58,10.633333333333333
自干扰消除算法,4,0,6,4,10,17,2,43,12.258333333333333
时频域,1,0,9,3,6,8,4,31,6.85
两步自干扰消除算法,0,0,0,0,2,0,0,2,0.48333333333333334
酉矩阵,1,0,2,0,18,3,0,24,6.325
极化域,0,0,11,7,10,16,3,47,9.258333333333333
全双工通信,4,1,19,81,5,8,10,128,24.058333333333334
单载波,0,0,8,0,7,0,1,16,2.9333333333333336
信号模型,0,0,0,0,2,1,0,3,0.725
极化全双工通信系统,0,0,3,1,1,0,0,5,0.7416666666666667
自干扰消除量,1,0,2,1,15,28,3,50,12.491666666666667
发射端,0,0,11,6,6,3,2,28,4.783333333333333
数值仿真,0,0,0,0,1,1,0,2,0.48333333333333334
重构信号,0,0,0,0,2,2,0,4,0.9666666666666667
加性,0,0,0,1,1,0,0,2,0.3666666666666667
酉矩阵旋,0,0,0,0,1,0,0,1,0.24166666666666667
极化信息,1,0,2,2,3,3,5,16,4.158333333333333
单载波全双工系统,0,0,0,0,1,0,0,1,0.24166666666666667
误差,0,0,2,0,3,0,2,7,1.4583333333333333
补偿机制,0,0,0,0,1,0,0,1,0.24166666666666667
估计,0,0,0,0,1,1,0,2,0.48333333333333334
自干扰消除,1,1,6,18,1,1,3,31,7.208333333333333
对抗相位噪声,0,0,0,0,1,0,0,1,0.24166666666666667
解调,0,0,0,1,1,0,0,2,0.3666666666666667
