parent_url,parent_name,this_url,name,level,word_frequency
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_1,虚拟网络,4,13
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_2,底层网络,4,13
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_3,重映射,4,7
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_4,重映射算法,4,6
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_5,映射,4,6
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_6,请求,4,5
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_7,负载,4,4
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_8,能量消耗,4,3
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_9,虚拟链路,4,3
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_10,负载均衡,4,3
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_11,资源瓶颈,4,3
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_12,底层链路,4,3
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_13,静态虚拟网络,4,3
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_14,启发式算法,4,2
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_15,被动机制,4,2
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_16,虚拟节点,4,2
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_17,链路,4,2
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_18,底层节点,4,2
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_19,动态虚拟网络,4,2
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_20,故障,4,1
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_21,备份资源,4,1
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_22,备份链路,4,1
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_23,路径,4,1
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_24,网络运营商,4,1
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_25,底层资源,4,1
动态虚拟网络的映射算法研究_3级_10,动态与静态虚拟网络映射算法,动态虚拟网络的映射算法研究_知识点_26,拟网络映射,4,1
