parent_url,parent_name,this_url,name,level
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_1,研究背景与意义1,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_1,行为感知系统介绍1,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_1,研究背景与意义1,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_2,Wi-Fi在行为感知中的应用2,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_1,研究背景与意义1,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_3,商用Wi-Fi设备在行为感知中的局限性3,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_2,基于Wi-Fi的行为感知研究现状3,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_4,提升基于Wi-Fi的行为感知分辨率3,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_2,基于Wi-Fi的行为感知研究现状3,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_5,多Wi-Fi设备协同感知的场景研究4,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_3,论文主要研究内容4,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_6,基于Wi-Fi的行为感知分辨率提升机制5,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_3,论文主要研究内容4,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_7,多Wi-Fi协作下最佳感知链路选择机制5,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_5,无线信道状态信息简介8,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_8,信道状态信息基本概念8,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_5,无线信道状态信息简介8,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_9,功率时延分布基本概念9,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_6,基于Wi-Fi的目标行为感知11,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_10,幅度与目标行为的映射关系11,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_6,基于Wi-Fi的目标行为感知11,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_11,相位差与目标行为的映射关系11,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_7,基于神经网络的活动识别方法13,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_12,卷积神经网络模型13,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_7,基于神经网络的活动识别方法13,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_13,长短期记忆网络模型14,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_8,强化学习技术16,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_14,强化学习基本概念16,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_8,强化学习技术16,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_15,REINFORCE算法17,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_11,机制设计21,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_16,信道切换和聚合算法21,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_11,机制设计21,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_17,特征提取模块21,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_11,机制设计21,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_18,深度学习模块22,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_13,场景设置24,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_19,实验设置25,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_13,场景设置24,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_20,训练设置26,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_14,结果分析28,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_21,分辨率提升机制的性能28,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_14,结果分析28,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_22,聚合信道与单一信道对比32,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_14,结果分析28,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_23,CNN与LSTM对比33,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_14,结果分析28,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_24,分辨率提升机制与现有基准方法对比34,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_17,3基于CNN的分类网络39,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_25,数据处理模块37,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_17,3基于CNN的分类网络39,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_26,强化学习智能体38,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_17,3基于CNN的分类网络39,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_27,基于CNN的分类网络,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_19,场景设置41,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_28,实验设置41,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_19,场景设置41,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_29,案例设置43,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_20,结果分析43,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_30,数据可视化43,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_20,结果分析43,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_31,性能分析47,3
基于Wi-Fi的行为感知系统中精度提升技术研究_2级_20,结果分析43,基于Wi-Fi的行为感知系统中精度提升技术研究_3级_32,网络参数选择分析49,3
